Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.6664871603721703,0.39997678180912494,0.6030735231023594,0.0,0.0,927328718.3479974,1221294785.497976,927328718.3479967,0.0,9173667.149975695,0.0,0.0,284792400.0,284792400.0,0.0,0.0,0.0
 August,0.22076943309047778,0.4927855767586267,0.44164644846206536,0.0,0.0,0.0,766639019.8582938,0.0,347297191.2633981,23760328.59489644,0.0,0.0,395581499.99999905,395581499.99999905,0.0,0.0,0.0
 December,0.36248087881283336,0.5443022736793891,0.5498364127680188,0.3333333333333333,4.999999999999999,6734831639.576322,28944286924.63938,6734831639.576352,4427286847.673966,412011265.9610104,0.0,0.0,17370157171.428604,17370157171.428604,0.0,0.0,0.0
