Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,851779466.8839668,501264154.7188891,359407.0317374892,24078052.88512863,0.0,0.0,326077852.2482116,326077852.2482116,0.0,0.0,0.0
 September,922640247.8360838,0.0,510501347.2776181,86061048.31025422,0.0,0.0,326077852.2482116,326077852.2482116,0.0,0.0,0.0
 December,35500501287.040405,6985136692.487931,9464448020.395508,2048285706.9295795,0.0,0.0,17002630867.230528,17002630867.230528,0.0,0.0,0.0
