Hour_of_Year,Time_(HH:MM),Hr_of_Day,Day_of_Year,Day_of_Week,Day_Name,Month,Heat_Sch_1,Heat_Sch_2,Cool_Sch_1,Cool_Sch_2,DHW_Sch_1,DHW_Sch_2,Custom_1,Custom_2,Custom_3
6379,1900-09-22 18:00:00,19,266,7,Saturday,9,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6380,1900-09-22 19:00:00,20,266,7,Saturday,9,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6381,1900-09-22 20:00:00,21,266,7,Saturday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6382,1900-09-22 21:00:00,22,266,7,Saturday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6383,1900-09-22 22:00:00,23,266,7,Saturday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6384,1900-09-22 23:00:00,24,266,7,Saturday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6385,1900-09-23 00:00:00,1,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6386,1900-09-23 01:00:00,2,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6387,1900-09-23 02:00:00,3,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6388,1900-09-23 03:00:00,4,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6389,1900-09-23 04:00:00,5,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6390,1900-09-23 05:00:00,6,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6391,1900-09-23 06:00:00,7,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6392,1900-09-23 07:00:00,8,267,1,Sunday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6393,1900-09-23 08:00:00,9,267,1,Sunday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6394,1900-09-23 09:00:00,10,267,1,Sunday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6395,1900-09-23 10:00:00,11,267,1,Sunday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6396,1900-09-23 11:00:00,12,267,1,Sunday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6397,1900-09-23 12:00:00,13,267,1,Sunday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6398,1900-09-23 13:00:00,14,267,1,Sunday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6399,1900-09-23 14:00:00,15,267,1,Sunday,9,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6400,1900-09-23 15:00:00,16,267,1,Sunday,9,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6401,1900-09-23 16:00:00,17,267,1,Sunday,9,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6402,1900-09-23 17:00:00,18,267,1,Sunday,9,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6403,1900-09-23 18:00:00,19,267,1,Sunday,9,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6404,1900-09-23 19:00:00,20,267,1,Sunday,9,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6405,1900-09-23 20:00:00,21,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6406,1900-09-23 21:00:00,22,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6407,1900-09-23 22:00:00,23,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6408,1900-09-23 23:00:00,24,267,1,Sunday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6409,1900-09-24 00:00:00,1,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6410,1900-09-24 01:00:00,2,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6411,1900-09-24 02:00:00,3,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6412,1900-09-24 03:00:00,4,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6413,1900-09-24 04:00:00,5,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6414,1900-09-24 05:00:00,6,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6415,1900-09-24 06:00:00,7,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6416,1900-09-24 07:00:00,8,268,2,Monday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6417,1900-09-24 08:00:00,9,268,2,Monday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6418,1900-09-24 09:00:00,10,268,2,Monday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6419,1900-09-24 10:00:00,11,268,2,Monday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6420,1900-09-24 11:00:00,12,268,2,Monday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6421,1900-09-24 12:00:00,13,268,2,Monday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6422,1900-09-24 13:00:00,14,268,2,Monday,9,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6423,1900-09-24 14:00:00,15,268,2,Monday,9,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6424,1900-09-24 15:00:00,16,268,2,Monday,9,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6425,1900-09-24 16:00:00,17,268,2,Monday,9,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
6426,1900-09-24 17:00:00,18,268,2,Monday,9,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6427,1900-09-24 18:00:00,19,268,2,Monday,9,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6428,1900-09-24 19:00:00,20,268,2,Monday,9,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6429,1900-09-24 20:00:00,21,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6430,1900-09-24 21:00:00,22,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6431,1900-09-24 22:00:00,23,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6432,1900-09-24 23:00:00,24,268,2,Monday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6433,1900-09-25 00:00:00,1,269,3,Tuesday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6434,1900-09-25 01:00:00,2,269,3,Tuesday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6435,1900-09-25 02:00:00,3,269,3,Tuesday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
6436,1900-09-25 03:00:00,4,269,3,Tuesday,9,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
