Hour_of_Year,Time_(HH:MM),Hr_of_Day,Day_of_Year,Day_of_Week,Day_Name,Month,Heat_Sch_1,Heat_Sch_2,Cool_Sch_1,Cool_Sch_2,DHW_Sch_1,DHW_Sch_2,Custom_1,Custom_2,Custom_3
1173,1900-02-18 20:00:00,21,49,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1174,1900-02-18 21:00:00,22,49,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1175,1900-02-18 22:00:00,23,49,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1176,1900-02-18 23:00:00,24,49,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1177,1900-02-19 00:00:00,1,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1178,1900-02-19 01:00:00,2,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1179,1900-02-19 02:00:00,3,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1180,1900-02-19 03:00:00,4,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1181,1900-02-19 04:00:00,5,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1182,1900-02-19 05:00:00,6,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1183,1900-02-19 06:00:00,7,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1184,1900-02-19 07:00:00,8,50,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1185,1900-02-19 08:00:00,9,50,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1186,1900-02-19 09:00:00,10,50,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1187,1900-02-19 10:00:00,11,50,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1188,1900-02-19 11:00:00,12,50,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1189,1900-02-19 12:00:00,13,50,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1190,1900-02-19 13:00:00,14,50,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1191,1900-02-19 14:00:00,15,50,1,Sunday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1192,1900-02-19 15:00:00,16,50,1,Sunday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1193,1900-02-19 16:00:00,17,50,1,Sunday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1194,1900-02-19 17:00:00,18,50,1,Sunday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1195,1900-02-19 18:00:00,19,50,1,Sunday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1196,1900-02-19 19:00:00,20,50,1,Sunday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1197,1900-02-19 20:00:00,21,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1198,1900-02-19 21:00:00,22,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1199,1900-02-19 22:00:00,23,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1200,1900-02-19 23:00:00,24,50,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1201,1900-02-20 00:00:00,1,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1202,1900-02-20 01:00:00,2,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1203,1900-02-20 02:00:00,3,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1204,1900-02-20 03:00:00,4,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1205,1900-02-20 04:00:00,5,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1206,1900-02-20 05:00:00,6,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1207,1900-02-20 06:00:00,7,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1208,1900-02-20 07:00:00,8,51,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1209,1900-02-20 08:00:00,9,51,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1210,1900-02-20 09:00:00,10,51,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1211,1900-02-20 10:00:00,11,51,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1212,1900-02-20 11:00:00,12,51,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1213,1900-02-20 12:00:00,13,51,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1214,1900-02-20 13:00:00,14,51,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1215,1900-02-20 14:00:00,15,51,2,Monday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1216,1900-02-20 15:00:00,16,51,2,Monday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1217,1900-02-20 16:00:00,17,51,2,Monday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1218,1900-02-20 17:00:00,18,51,2,Monday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1219,1900-02-20 18:00:00,19,51,2,Monday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1220,1900-02-20 19:00:00,20,51,2,Monday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1221,1900-02-20 20:00:00,21,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1222,1900-02-20 21:00:00,22,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1223,1900-02-20 22:00:00,23,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1224,1900-02-20 23:00:00,24,51,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1225,1900-02-21 00:00:00,1,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1226,1900-02-21 01:00:00,2,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1227,1900-02-21 02:00:00,3,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1228,1900-02-21 03:00:00,4,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1229,1900-02-21 04:00:00,5,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1230,1900-02-21 05:00:00,6,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1231,1900-02-21 06:00:00,7,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1232,1900-02-21 07:00:00,8,52,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1233,1900-02-21 08:00:00,9,52,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1234,1900-02-21 09:00:00,10,52,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1235,1900-02-21 10:00:00,11,52,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1236,1900-02-21 11:00:00,12,52,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1237,1900-02-21 12:00:00,13,52,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1238,1900-02-21 13:00:00,14,52,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1239,1900-02-21 14:00:00,15,52,3,Tuesday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1240,1900-02-21 15:00:00,16,52,3,Tuesday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1241,1900-02-21 16:00:00,17,52,3,Tuesday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1242,1900-02-21 17:00:00,18,52,3,Tuesday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1243,1900-02-21 18:00:00,19,52,3,Tuesday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1244,1900-02-21 19:00:00,20,52,3,Tuesday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1245,1900-02-21 20:00:00,21,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1246,1900-02-21 21:00:00,22,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1247,1900-02-21 22:00:00,23,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1248,1900-02-21 23:00:00,24,52,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1249,1900-02-22 00:00:00,1,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1250,1900-02-22 01:00:00,2,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1251,1900-02-22 02:00:00,3,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1252,1900-02-22 03:00:00,4,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1253,1900-02-22 04:00:00,5,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1254,1900-02-22 05:00:00,6,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1255,1900-02-22 06:00:00,7,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1256,1900-02-22 07:00:00,8,53,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1257,1900-02-22 08:00:00,9,53,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1258,1900-02-22 09:00:00,10,53,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1259,1900-02-22 10:00:00,11,53,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1260,1900-02-22 11:00:00,12,53,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1261,1900-02-22 12:00:00,13,53,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1262,1900-02-22 13:00:00,14,53,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1263,1900-02-22 14:00:00,15,53,4,Wednesday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1264,1900-02-22 15:00:00,16,53,4,Wednesday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1265,1900-02-22 16:00:00,17,53,4,Wednesday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1266,1900-02-22 17:00:00,18,53,4,Wednesday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1267,1900-02-22 18:00:00,19,53,4,Wednesday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1268,1900-02-22 19:00:00,20,53,4,Wednesday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1269,1900-02-22 20:00:00,21,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1270,1900-02-22 21:00:00,22,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1271,1900-02-22 22:00:00,23,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1272,1900-02-22 23:00:00,24,53,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1273,1900-02-23 00:00:00,1,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1274,1900-02-23 01:00:00,2,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1275,1900-02-23 02:00:00,3,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1276,1900-02-23 03:00:00,4,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1277,1900-02-23 04:00:00,5,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1278,1900-02-23 05:00:00,6,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1279,1900-02-23 06:00:00,7,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1280,1900-02-23 07:00:00,8,54,5,Thursday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1281,1900-02-23 08:00:00,9,54,5,Thursday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1282,1900-02-23 09:00:00,10,54,5,Thursday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1283,1900-02-23 10:00:00,11,54,5,Thursday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1284,1900-02-23 11:00:00,12,54,5,Thursday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1285,1900-02-23 12:00:00,13,54,5,Thursday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1286,1900-02-23 13:00:00,14,54,5,Thursday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1287,1900-02-23 14:00:00,15,54,5,Thursday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1288,1900-02-23 15:00:00,16,54,5,Thursday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1289,1900-02-23 16:00:00,17,54,5,Thursday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1290,1900-02-23 17:00:00,18,54,5,Thursday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1291,1900-02-23 18:00:00,19,54,5,Thursday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1292,1900-02-23 19:00:00,20,54,5,Thursday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1293,1900-02-23 20:00:00,21,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1294,1900-02-23 21:00:00,22,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1295,1900-02-23 22:00:00,23,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1296,1900-02-23 23:00:00,24,54,5,Thursday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1297,1900-02-24 00:00:00,1,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1298,1900-02-24 01:00:00,2,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1299,1900-02-24 02:00:00,3,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1300,1900-02-24 03:00:00,4,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1301,1900-02-24 04:00:00,5,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1302,1900-02-24 05:00:00,6,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1303,1900-02-24 06:00:00,7,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1304,1900-02-24 07:00:00,8,55,6,Friday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1305,1900-02-24 08:00:00,9,55,6,Friday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1306,1900-02-24 09:00:00,10,55,6,Friday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1307,1900-02-24 10:00:00,11,55,6,Friday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1308,1900-02-24 11:00:00,12,55,6,Friday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1309,1900-02-24 12:00:00,13,55,6,Friday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1310,1900-02-24 13:00:00,14,55,6,Friday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1311,1900-02-24 14:00:00,15,55,6,Friday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1312,1900-02-24 15:00:00,16,55,6,Friday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1313,1900-02-24 16:00:00,17,55,6,Friday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1314,1900-02-24 17:00:00,18,55,6,Friday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1315,1900-02-24 18:00:00,19,55,6,Friday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1316,1900-02-24 19:00:00,20,55,6,Friday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1317,1900-02-24 20:00:00,21,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1318,1900-02-24 21:00:00,22,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1319,1900-02-24 22:00:00,23,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1320,1900-02-24 23:00:00,24,55,6,Friday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1321,1900-02-25 00:00:00,1,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1322,1900-02-25 01:00:00,2,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1323,1900-02-25 02:00:00,3,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1324,1900-02-25 03:00:00,4,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1325,1900-02-25 04:00:00,5,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1326,1900-02-25 05:00:00,6,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1327,1900-02-25 06:00:00,7,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1328,1900-02-25 07:00:00,8,56,7,Saturday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1329,1900-02-25 08:00:00,9,56,7,Saturday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1330,1900-02-25 09:00:00,10,56,7,Saturday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1331,1900-02-25 10:00:00,11,56,7,Saturday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1332,1900-02-25 11:00:00,12,56,7,Saturday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1333,1900-02-25 12:00:00,13,56,7,Saturday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1334,1900-02-25 13:00:00,14,56,7,Saturday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1335,1900-02-25 14:00:00,15,56,7,Saturday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1336,1900-02-25 15:00:00,16,56,7,Saturday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1337,1900-02-25 16:00:00,17,56,7,Saturday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1338,1900-02-25 17:00:00,18,56,7,Saturday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1339,1900-02-25 18:00:00,19,56,7,Saturday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1340,1900-02-25 19:00:00,20,56,7,Saturday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1341,1900-02-25 20:00:00,21,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1342,1900-02-25 21:00:00,22,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1343,1900-02-25 22:00:00,23,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1344,1900-02-25 23:00:00,24,56,7,Saturday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1345,1900-02-26 00:00:00,1,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1346,1900-02-26 01:00:00,2,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1347,1900-02-26 02:00:00,3,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1348,1900-02-26 03:00:00,4,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
