Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 June,773792099.9999982,0.0,0.0,0.0,0.0,773792099.9999982,773792099.9999982,0.0,0.0,0.0
 December,1319642875.6100729,675105409.5548295,8088966.055244742,0.0,0.0,636448500.0,636448500.0,0.0,0.0,0.0
 December,38959388490.81441,13197693877.003216,158131895.06063423,0.0,0.0,25603562718.74998,25603562718.74998,0.0,0.0,0.0
