Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil NaturalGas Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,6.0,18.516262408126707,17.547952908053833,15.381878396121921,47.530542439205,6160.5096299974875,0.0
 01/01  02:00:00,7.0,18.524553536721605,19.076149812780557,15.640616408725462,49.260127029217024,6396.486782902086,0.0
 01/01  03:00:00,7.0,18.52091568197712,16.38376452262473,14.22026087071321,56.977145505360134,7386.55261049528,0.0
 01/01  04:00:00,7.0,18.53068110900497,17.942085487155584,14.692987100844853,55.56532109629579,7258.010125162938,0.0
 01/01  05:00:00,7.0,18.54050775615093,17.254412867515008,14.862717827305362,52.186716837047385,6795.795094703994,0.0
 01/01  06:00:00,7.0,19.856720539443486,14.350746727983076,13.098522502544041,85.15334945068699,11082.99911908409,0.0
 01/01  07:00:00,7.0,20.138442484330543,15.715478580306993,14.261074129799452,83.66922784669559,10609.538246676178,0.0
 01/01  08:00:00,7.0,20.207550691422643,16.993421623137564,14.767197359842749,74.0901935002438,9253.045823430506,0.0
 01/01  09:00:00,7.0,20.204772048732966,16.738774183512938,14.034264583236643,75.03662705305914,9327.128779211067,0.0
 01/01  10:00:00,6.0,20.20665543768595,16.95371583907355,14.380391019859125,71.08382530958778,8876.868706127834,0.0
 01/01  11:00:00,6.0,20.19463687890235,16.18558593791489,13.406908341126965,76.38956598642149,9524.77295329138,0.0
 01/01  12:00:00,6.0,20.20842785390083,18.74932242290612,14.280987492430148,69.13537944146499,8670.884309416631,0.0
 01/01  13:00:00,6.0,20.20640654570356,17.416369103993425,13.720613346990616,68.53813562655392,8551.872580242396,0.0
 01/01  14:00:00,7.0,20.208951401588273,18.604203712952902,14.416639094058471,63.37977422677171,7934.056584511431,0.0
 01/01  15:00:00,7.0,20.197439927090713,17.49496791717364,13.498012444874174,68.27581786782284,8514.113809762235,0.0
 01/01  16:00:00,7.0,20.222678125355454,19.372725285738213,14.35501537586735,55.173727994361485,6919.038717293296,0.0
 01/01  17:00:00,7.0,20.21554204641104,19.708508783924813,14.363408119566262,51.68163546982204,6443.246612208167,0.0
 01/01  18:00:00,7.0,20.198626375449734,19.27608231641931,14.484968871571093,55.530840848877716,6924.482561866346,0.0
 01/01  19:00:00,7.0,20.18303178472043,18.17089172877615,13.907874117714202,66.12157836335166,8245.247293015565,0.0
 01/01  20:00:00,8.0,20.201728757796282,20.096654773382195,14.998990100695544,61.62451922731559,7709.560264068733,0.0
 01/01  21:00:00,7.0,20.192675811445376,17.56100049536576,13.42417545606614,68.72900637036882,8542.008734826932,0.0
