Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,4192551324.962204,3867666981.137157,46341543.82504397,0.0,0.0,278542800.0,278542800.0,0.0,0.0,0.0
 July,351649944.5611445,92683135.40864383,1110509.1525018853,0.0,0.0,257856299.9999993,257856299.9999993,0.0,0.0,0.0
 December,95776509629.85863,79315332256.73341,950339045.9511427,0.0,0.0,15510838327.174078,15510838327.174078,0.0,0.0,0.0
