Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.15809232715744476,3.575127535347727,0.0,119.83333333333333,0.0,508041000.0000006,0.0,0.0,0.0,0.0,508041000.0000006,508041000.0000006,0.0,0.0,0.0
 December,0.4366628466647047,7.774670116300104,0.0,0.0,2963844370.056548,3570121208.1065483,2963844370.056548,35512138.05000407,0.0,0.0,570764699.9999989,570764699.9999989,0.0,0.0,0.0
 December,0.29125209828907206,4.443003762012219,0.0,2835.0000000000005,43891099839.65953,58953531109.94845,43891099839.659294,525893603.7328993,0.0,0.0,14536537666.554867,14536537666.554867,0.0,0.0,0.0
