Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.570357436528428,0.876156859134014,1.0250535970199224,0.0,0.0,2248362996.8610525,2719420943.785664,2248362996.861055,0.0,23891146.924610563,0.0,0.0,447166800.0000001,447166800.0000001,0.0,0.0,0.0
 August,0.19366387601416343,0.7172367836311897,0.604431753748214,0.0,0.0,0.0,867139764.2140307,0.0,316770517.70740384,24021346.506625548,0.0,0.0,526347900.0000006,526347900.0000006,0.0,0.0,0.0
 December,0.3715511541225346,0.707718007991381,0.7133440289241324,0.0,0.0,36366742967.14815,63160383626.430885,36366742967.14802,2886462594.921183,627976709.5828806,0.0,0.0,23279201354.779305,23279201354.779305,0.0,0.0,0.0
