Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,3254178968.4888263,2945892130.267983,35297038.22083654,0.0,0.0,272989799.99999917,272989799.99999917,0.0,0.0,0.0
 July,681430499.9999995,0.0,0.0,0.0,0.0,681430499.9999995,681430499.9999995,0.0,0.0,0.0
 December,54015811533.63304,35455325202.38493,424817988.3921709,0.0,0.0,18135668342.857628,18135668342.857628,0.0,0.0,0.0
