Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,214452948.78777773,0.0,13157130.995810148,1214793.3444488606,0.0,37979019.873063448,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,302195216.3502167,94535644.97932469,0.0,6949826.019490405,0.0,38607740.77694628,60536245.81959151,43200000.0,58365758.754863839,58365758.754863839,0.0,0.0,0.0
 December,78298277785.47527,8840769692.115677,756667013.4947466,578427698.014135,0.0,8955181712.17124,22095729724.14978,15768000000.0,21303501945.526597,21303501945.526597,0.0,0.0,0.0
