Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),CRAWLSPACE:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,-12.2,8.822222222,0.0,539.1498879765395,0.0,18.610923719146605,-3.2218190399530915,16.375503102120135,107.60535587960551,0.0,1667.4812541377396,15.625795353953787,111.15038462012461,0.0
 01/01  02:00:00,-11.1,8.822222222,0.0,539.1498879765395,0.0,18.610353990243446,-4.222815314829733,16.217084637319463,109.22292229813982,0.0,1719.8079104914627,3.9801849079755036,110.1294110526234,0.0
 01/01  03:00:00,-11.1,8.827777778,0.0,539.1498879765395,0.0,18.609058176836427,-4.706851542648241,16.067867988850026,116.32397623627267,0.0,1830.9496716589715,4.238953376243716,104.2865481751538,0.0
 01/01  04:00:00,-12.8,8.827777778,0.0,539.1498879765395,0.0,18.61082571868024,-5.544995775838488,13.198509741348767,139.49072930452215,0.0,2141.1325785877643,13.054660980509752,84.99239099715439,0.0
 01/01  05:00:00,-11.7,8.833333333,0.0,539.1498879765395,0.0,18.610990872791405,-5.329188281128321,15.625792308115457,131.90988127404074,0.0,2052.4617230370577,15.023861043650577,91.2048521386414,0.0
 01/01  06:00:00,-11.7,8.833333333,0.0,539.1498879765395,0.0,20.155718281960752,-4.400664401095346,14.647135405040034,191.12367962284762,0.0,3024.2798013883576,21.745253406996778,42.364558127181155,0.0
 01/01  07:00:00,-11.7,8.838888889,0.0,539.1498879765395,0.0,20.277726707063206,-4.1696519481404275,10.7984789750582,204.00416609388245,0.0,3234.6865578709144,14.540544640308703,31.95611266395935,0.0
 01/01  08:00:00,-12.2,8.844444444,0.0,539.1498879765395,0.0,20.277953056520634,-4.627526000972252,12.013080173729055,178.52236628466224,0.0,2812.5404467254707,25.79889963137765,52.593611859799225,0.0
 01/01  09:00:00,-11.1,8.85,0.0,539.1498879765395,0.0,20.2797000913291,-3.0560696464118595,11.595069460439504,143.26832163890128,0.0,2282.157820863955,18.02684160782655,81.81372251485371,0.0
 01/01  10:00:00,-8.9,8.85,0.0,539.1498879765395,0.0,20.278333681645556,0.4181209596350932,11.723434163873453,103.3515442480804,0.0,1690.9469471351977,0.08829302172606103,115.04648344339864,0.0
 01/01  11:00:00,-6.7,8.855555556,0.0,539.1498879765395,0.0,20.27788432417247,1.5299442186322647,8.067599646852267,91.07794044144778,0.0,1505.0237296157156,0.07780740490836044,125.13550298893506,0.0
 01/01  12:00:00,-5.6,8.861111111,0.0,539.1498879765395,0.0,20.27795786223492,4.894127201381621,9.743174079575992,64.65789894267817,0.0,1082.2981351705507,0.05523680716262754,146.85241347404246,0.0
 01/01  13:00:00,-4.4,8.861111111,0.0,539.1498879765395,0.0,20.27798318273112,6.06444487989473,9.713223252838935,52.88514280233353,0.0,894.5526716201052,0.04517934018957818,156.52947707781567,0.0
 01/01  14:00:00,-3.9,8.861111111,0.0,539.1498879765395,0.0,20.2773910938043,11.066579330161494,12.951720417244433,33.252353543289,0.0,569.662985041571,0.028407191227400586,172.66725339006953,0.0
