Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil NaturalGas Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,3.0,18.563662789104523,12.466333306086408,17.64226184186901,10.617192113487988,1368.3826716845288,0.0
 01/01  02:00:00,2.0,18.551537439695938,12.753726592431791,17.20508873502745,13.289732271444201,1709.2651414946124,0.0
 01/01  03:00:00,2.0,18.553299416874506,12.493939197871395,17.120768986317596,14.778478975876745,1906.0147581917397,0.0
 01/01  04:00:00,1.0,18.547891395589893,11.249139390568958,15.852221951635746,16.945038451694334,2186.5151664648456,0.0
 01/01  05:00:00,1.0,18.550842498019637,10.948964866442395,16.876690645033214,17.707382867705913,2301.2086344217764,0.0
 01/01  06:00:00,1.0,19.933160818244826,10.045024971529067,16.483032765074558,32.11883868385117,4149.90373749679,0.0
 01/01  07:00:00,2.0,20.163542674030317,9.92537231810358,15.153189118964134,35.22773327243709,4389.637181338975,0.0
 01/01  08:00:00,2.0,20.222431075220506,10.467107110503925,15.894223403654818,31.668555311918976,3949.989832463145,0.0
 01/01  09:00:00,2.0,20.23235022368914,10.527417957598923,14.148465089423484,29.31035125780821,3634.1122113204374,0.0
 01/01  10:00:00,2.0,20.25620783610856,12.56137544246706,15.391156285523591,22.81292561754313,2855.6376482322166,0.0
 01/01  11:00:00,3.0,20.262657098113,13.902840659088758,14.411461634689815,17.88298562341105,2220.673387807281,0.0
 01/01  12:00:00,4.0,20.258806706395063,15.431341303722864,14.60172549192039,14.169186290666843,1769.1883368375159,0.0
 01/01  13:00:00,5.0,20.242061615044424,15.47176862196376,13.70967591577558,13.309269303241534,1661.135945690753,0.0
 01/01  14:00:00,4.0,20.231263152219352,15.657314506618288,13.857829495413863,12.6411922940149,1586.4515221210568,0.0
 01/01  15:00:00,3.0,20.233811417319895,15.121839198892534,13.54318540371582,11.409264622902619,1430.9536038526157,0.0
 01/01  16:00:00,1.0,20.203743742606477,13.7512794411334,13.000142932405861,14.33358577173197,1801.5987321506382,0.0
 01/01  17:00:00,1.0,20.200041611723243,12.067481248521167,12.940421305312217,16.857168192774708,2127.4627119732163,0.0
 01/01  18:00:00,1.0,20.218545249688955,13.487440394004118,15.551281786142962,16.979841973943607,2142.8717827205114,0.0
 01/01  19:00:00,1.0,20.206517149974456,11.38866702397622,12.296984731911243,20.78108840772638,2582.6718105941486,0.0
 01/01  20:00:00,1.0,20.20890798621182,10.934749785115466,13.402936750528845,21.879680135314047,2772.3081644861277,0.0
 01/01  21:00:00,1.0,20.214495153489327,10.994911920663176,13.63640123650058,22.733517182036984,2861.6724563994767,0.0
 01/01  22:00:00,1.0,20.22266731983643,12.108117790014619,15.199869525415503,22.38631374989926,2813.3432752068848,0.0
 01/01  23:00:00,1.0,18.702743584915975,11.062765807485997,12.881551930230971,9.17086924379766,1142.0866964691472,0.0
 01/01  24:00:00,1.0,18.569175283518632,12.241251076806634,15.019342898357412,10.400911080298737,1368.1711278956889,0.0
 01/02  01:00:00,1.0,18.54240012127323,11.565117654760869,13.765868457946263,14.280419753217442,1864.126283363339,0.0
 01/02  02:00:00,1.0,18.54801359086348,12.25129413575305,14.730436865950967,15.706378402823336,2065.0960351745166,0.0
 01/02  03:00:00,1.0,18.550811595362187,12.16820842013348,14.470185298584143,17.115397213664735,2238.154487605625,0.0
 01/02  04:00:00,1.0,18.54512960680098,11.055616906732466,12.701993132116584,19.157040975129995,2508.918245165946,0.0
 01/02  05:00:00,1.0,18.554091447575672,12.218746702707488,14.61652756862916,18.741336546865845,2478.518822866397,0.0
 01/02  06:00:00,1.0,19.93313929872511,11.202374357321476,13.056463350854182,33.70303611799792,4409.772414392982,0.0
 01/02  07:00:00,1.0,20.167336652941795,11.308894221685746,13.676727869865708,35.53375717494441,4517.25807193724,0.0
 01/02  08:00:00,1.0,20.218678122318178,10.9653495740905,13.557339723472815,32.73960656276917,4120.456635498746,0.0
 01/02  09:00:00,0.0,20.22663803310168,11.498834214732431,14.356903049172155,30.333365342736688,3814.5946651188738,0.0
 01/02  10:00:00,1.0,20.235696499740804,11.623722554120455,13.246098130919608,27.236474356999132,3407.884665651834,0.0
 01/02  11:00:00,2.0,20.244884373570184,12.761235302316448,13.691536389023646,23.030137312127366,2899.281015400204,0.0
 01/02  12:00:00,4.0,20.250501229281664,14.824640889650862,14.608103113513947,19.12878317872556,2400.8937240852647,0.0
 01/02  13:00:00,3.6,20.24125604378359,14.9071206459334,13.54660483306446,17.886959688202687,2233.384378883713,0.0
 01/02  14:00:00,3.0,20.21192798606114,13.547680699150195,11.550778915945267,20.848370811169655,2621.9863627522286,0.0
 01/02  15:00:00,3.0,20.21620802699907,13.365976288525836,12.308977894721759,20.865115066352907,2656.1101672567825,0.0
 01/02  16:00:00,3.0,20.236913266464782,12.989651356186545,11.616590521239754,18.174499917496814,2303.980124603157,0.0
 01/02  17:00:00,3.0,20.224168254487946,12.993130978596348,12.524233245384211,18.540839830547327,2357.2950881936226,0.0
 01/02  18:00:00,3.0,20.20701294169918,11.711621285830306,11.415367205654139,21.834362475209186,2764.084447396557,0.0
 01/02  19:00:00,3.0,20.206735962055753,11.588304142798728,11.804491802782133,23.405884157737415,2983.404627863248,0.0
 01/02  20:00:00,2.0,20.222030397300074,11.49377686320679,12.568667616429899,22.60188661910277,2872.903338030198,0.0
 01/02  21:00:00,3.0,20.216128906321902,11.10183619261706,11.625080765531823,23.845260133995282,3017.2984987953123,0.0
 01/02  22:00:00,3.0,20.214647812010828,11.546589609929047,12.00597966210699,24.529703205658002,3121.378002263909,0.0
 01/02  23:00:00,2.0,18.70707964450633,10.924551689607444,11.487081559328304,10.978995607722302,1394.661624799573,0.0
 01/02  24:00:00,3.0,18.56268924353263,10.476628240735828,10.78691960669475,13.04699135349766,1731.5066716470064,0.0
 01/03  01:00:00,2.0,18.526771321868697,9.751705133942849,10.09129700443553,17.813642459347047,2383.3894879010995,0.0
 01/03  02:00:00,3.0,18.53820857634172,10.268438029416075,10.993201202486215,19.38559450548198,2605.152978518942,0.0
 01/03  03:00:00,3.0,18.54151297228991,10.304267747872816,10.861512585790782,21.13404161777094,2825.0157056278267,0.0
 01/03  04:00:00,3.0,18.552596965812008,9.850178603936529,10.569927758351323,21.008895796445692,2807.8809582053905,0.0
 01/03  05:00:00,3.0,18.562678732615097,10.794106466555904,11.712328615859272,19.468321981103642,2604.0868636122464,0.0
 01/03  06:00:00,2.0,19.9322748550812,10.325575193470982,11.710304984338713,34.272906475551906,4555.522181511938,0.0
 01/03  07:00:00,1.0,20.139484519906798,9.037920406889253,9.15536311772577,41.45976736971301,5318.391676991165,0.0
 01/03  08:00:00,1.0,20.215665216450386,9.894306042919492,10.871935311973278,35.84797179086998,4633.932234600832,0.0
