Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.8001639268956815,0.12602474989914117,0.21722329861681114,0.0,0.0,2906805119.793592,3184831825.9636836,2906805119.793592,34828706.17008787,0.0,0.0,243197999.9999995,243197999.9999995,0.0,0.0,0.0
 August,0.3273898083622185,0.32774658753023955,0.30021651235765745,0.0,167.99999999999997,0.0,648153900.0000015,0.0,0.0,0.0,0.0,648153900.0000015,648153900.0000015,0.0,0.0,0.0
 December,0.608492457761366,0.3443441374914452,0.3551935753147934,0.16666666666666666,2871.1666666666656,74788782246.6743,96569387390.68185,74788782246.67427,896102908.2930316,0.0,0.0,20884502235.71363,20884502235.71363,0.0,0.0,0.0
