Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,0.0,18.565591075692414,77.20741614824627,948.9909864790621,77.11482705526484,100.24911918867438,0.0
 01/01  02:00:00,0.6,18.858204598554593,99.5112807056356,1213.8384691358206,103.24568793169517,71.53634790034312,0.0
 01/01  03:00:00,1.1,18.86675028986624,97.25605722577453,1216.4954382449178,87.86398309689488,74.8017041501191,0.0
 01/01  04:00:00,0.6,18.652847034099906,92.66229260324401,1159.0441541133368,81.09911768803016,80.64569392977494,0.0
 01/01  05:00:00,0.6,19.518823982732894,140.52355699555252,1781.59996922972,101.89326025285203,19.363520863935157,0.0
 01/01  06:00:00,1.1,19.760560976977835,137.3997263071392,1750.459553960677,113.74855841437677,23.28732756702503,0.0
 01/01  07:00:00,0.6,19.842741894800692,127.45743501497101,1646.5354300624697,92.47264029886028,36.151846937305756,0.0
 01/01  08:00:00,0.6,19.86775561565947,120.51038859092499,1557.4165728276262,87.46476468437454,45.081666822951824,0.0
 01/01  09:00:00,1.1,19.891986894173378,101.67216997055019,1302.744902028468,84.24753594225936,69.23433424686034,0.0
 01/01  10:00:00,1.1,19.67704082087465,88.09545278204838,1139.5931593919754,66.13125831149914,86.80444033460672,0.0
 01/01  11:00:00,2.8,19.688862334247297,82.04503570357151,1058.3162644152242,68.7320473733767,94.77226257686814,0.0
 01/01  12:00:00,2.8,19.86038760686649,79.74555406941533,1017.4548724512031,73.72998694992695,97.64378472674551,0.0
 01/01  13:00:00,3.9,19.909876673596695,39.694811859844066,547.5638856314706,16.209504248270658,149.30951608602032,0.0
 01/01  14:00:00,3.3,19.57895017310458,21.791158582326002,299.50191685602294,8.556184486055535,172.16330186426066,0.0
 01/01  15:00:00,5.0,19.810820933326923,30.506461280253127,420.1586327269861,13.436559050743377,161.06871475605337,0.0
 01/01  16:00:00,4.4,19.72282398260103,37.91549370537304,523.1322183948712,16.065948898899123,151.59549805056545,0.0
 01/01  17:00:00,3.3,19.876536604011132,47.2214339981011,635.7397529242335,24.47061344456551,139.62572581242424,0.0
 01/01  18:00:00,2.8,19.82863936777661,50.58689961644838,686.4329835855029,22.939337892540692,135.32460330078294,0.0
 01/01  19:00:00,3.3,19.601690718412613,55.14117930686279,756.0370937624277,21.720910313289732,129.56044480945178,0.0
 01/01  20:00:00,2.2,19.857853589151517,76.47880949328034,1007.9258897323081,45.468496493948074,102.04440665689441,0.0
 01/01  21:00:00,2.8,19.882617551640262,77.1714953062889,1016.8200964518225,53.03570651386332,101.1489938008471,0.0
 01/01  22:00:00,1.7,19.627756738149234,76.84221302475096,1017.7215729311047,44.14406714840615,101.54063139444398,0.0
 01/01  23:00:00,1.1,19.54062366278951,93.12549940813034,1240.6249096737345,41.53853866670878,80.76995493017394,0.0
 01/01  24:00:00,1.1,18.815690195143063,63.08287828708056,827.9229267033695,34.77684428058461,119.1367534771564,0.0
