Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.44424127204470165,5.036032986212488,0.0,0.0,2851880858.5803723,3069190674.2089295,2851880858.5803657,34170615.628558785,0.0,0.0,183139200.0000003,183139200.0000003,0.0,0.0,0.0
 July,0.1823706936191807,4.070956295246832,0.0,97.83333333333333,0.0,263954700.00000027,0.0,0.0,0.0,0.0,263954700.00000027,263954700.00000027,0.0,0.0,0.0
 December,0.27612725624534945,4.071688375578315,0.0,2841.3333333333326,35096720535.50237,49765758167.389015,35096720535.50236,420521265.3373534,0.0,0.0,14248516366.549866,14248516366.549866,0.0,0.0,0.0
