Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](Hourly),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](Hourly),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,10.6,21.450169787700325,87.81530306027102,1305.7369650671453,0.0,0.0,0.0
 01/01  02:00:00,10.6,21.347971151508546,77.045447145119,1162.3711926922329,0.0,0.0,0.0
 01/01  03:00:00,10.0,21.138046475723044,70.40288330253266,1051.2204769645466,0.0,0.0,0.0
 01/01  04:00:00,10.0,21.29104919785658,65.49914005886113,974.4544922680761,0.0,0.0,0.0
 01/01  05:00:00,10.0,21.103091992158564,70.31705651037282,1049.2012726469632,0.0,0.0,0.0
 01/01  06:00:00,10.0,21.44468242834446,73.46838758865229,1091.2351029363786,0.0,0.0,0.0
 01/01  07:00:00,10.0,21.236573555842266,69.63518664822932,1040.9418336454755,0.0,0.0,0.0
 01/01  08:00:00,8.3,21.417860708025643,61.51176310650077,897.7322408520524,0.0,116.28595373560064,0.0
 01/01  09:00:00,8.9,21.1240511821727,45.92618870460972,677.4096743322557,0.0,137.49704297520103,0.0
 01/01  10:00:00,9.0,21.024955938123785,45.44896287659278,666.4205699827281,0.0,138.14652045767875,0.0
 01/01  11:00:00,9.4,21.18519573889274,47.46969431114269,698.1212472377725,0.0,135.39641874937706,0.0
 01/01  12:00:00,10.0,21.516536058325876,40.51738968090466,601.5151662080866,0.0,0.0,0.0
 01/01  13:00:00,10.6,21.346264230760415,13.53419471609427,203.58092238352506,0.0,0.0,0.0
 01/01  14:00:00,10.6,21.029762639136997,0.0,0.0,0.0,0.0,0.0
 01/01  15:00:00,10.6,21.078454894870816,21.90080056221299,326.09623241297317,0.0,0.0,0.0
 01/01  16:00:00,10.0,20.481487292113474,16.679602260733176,247.09544464143247,0.0,0.0,0.0
 01/01  17:00:00,9.4,21.82724956738826,56.729720792547376,824.3937545160156,0.0,122.79404407948324,0.0
 01/01  18:00:00,8.9,21.282931218552687,47.48218835073274,703.5869854787253,0.0,135.37941506495233,0.0
 01/01  19:00:00,8.3,20.649598259228018,58.915411990252025,858.3270311321273,0.0,119.8194414213292,0.0
 01/01  20:00:00,8.3,21.045077909908475,89.29650251211147,1285.3709039006064,0.0,78.4724877808302,0.0
 01/01  21:00:00,7.8,21.427108236212398,90.82446409125392,1310.3510130441766,0.0,76.3930181011026,0.0
 01/01  22:00:00,7.8,21.389855219810773,82.60273714625527,1200.4336411727882,0.0,87.58232556177813,0.0
 01/01  23:00:00,6.7,21.16150931155614,75.27680537274877,1080.5213114445307,0.0,97.55250623039795,0.0
 01/01  24:00:00,6.7,20.7576524039284,90.31211430582265,1289.352190718732,0.0,77.09029731202178,0.0
