Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 March,0.3096709273784901,0.45853888237664286,0.4556536719704832,0.0,11.166666666666666,801842590.2965796,1297995193.6623633,801842590.29658,9607503.365786279,0.0,0.0,486545100.0000002,486545100.0000002,0.0,0.0,0.0
 October,0.23829698170007046,0.7414457057474325,0.6279021731185107,0.0,71.33333333333333,81118369.41278118,603416212.0566254,81118369.41278122,971942.6438450105,0.0,0.0,521325899.999999,521325899.999999,0.0,0.0,0.0
 December,0.29312169000626226,0.5835772611562208,0.5729791011373057,0.0,1892.9999999999989,27234406276.972675,54083181128.20191,27234406276.97274,326316727.4195641,0.0,0.0,26522458123.80937,26522458123.80937,0.0,0.0,0.0
