Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.3535820507207222,0.05098899005901384,1.4850047062431646,0.0,0.0,857915641.7539506,18606599.197967015,22764172.681573145,519462508.2822051,1950910091.101009,1418748921.9156966,1085640.4601076865,76964328.7252074,0.0,0.0,454111199.9999999,454111199.9999999,0.0,0.0,0.0
 July,0.19130892987134737,0.5853296031863201,1.341300583117955,0.0,44.16666666666667,0.0,0.0,0.0,0.0,1304709679.2526875,0.0,728669480.1275611,57902099.12512783,0.0,0.0,518138099.9999987,518138099.9999987,0.0,0.0,0.0
 December,0.3024420681386069,0.4709793504079182,1.0713336130751099,0.0,402.4999999999999,13871000554.930645,622460805.3968116,1460422004.4082453,2073846649.983386,55322473571.81134,18027730014.719124,10502819916.860413,2150797951.660008,0.0,0.0,24641125688.570934,24641125688.570934,0.0,0.0,0.0
