Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.4129990577124976,4.52588808447923,0.0,0.0,2408102334.546401,2824043892.505044,2408102334.546405,28853357.95864246,0.0,0.0,387088200.0000004,387088200.0000004,0.0,0.0,0.0
 August,0.34077434593571415,4.376742109717958,0.0,81.33333333333331,0.0,241850699.99999964,0.0,0.0,0.0,0.0,241850699.99999964,241850699.99999964,0.0,0.0,0.0
 December,0.333541212967875,4.092237765692582,0.0,1713.666666666667,30590929188.97624,51207016491.78593,30590929188.97631,366533854.27794874,0.0,0.0,20249553448.53188,20249553448.53188,0.0,0.0,0.0
