Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Mains Water Temperature [C](Hourly),INTERIOR LIGHTS:Lights Electricity Rate [W](Hourly),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](Hourly),GAS_MELS1:Gas Equipment NaturalGas Rate [W](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](Hourly),WATER HEATER:Water Heater Electricity Rate [W](Hourly)
 01/01  01:00:00,-17.5,10.79322199739079,137.44890375369097,607.4902723735411,0.0,20.549965434896586,-6.667218711416226,9.376786066048691,782.5869158300343,0.0,0.0
 01/01  02:00:00,-20.5,10.79322199739079,137.44890375369097,559.338521400778,0.0,20.54900725587677,-8.805691585849868,20.842160201488633,1739.4874700593155,0.0,0.0
 01/01  03:00:00,-19.5,10.79322199739079,137.44890375369097,552.853437094682,0.0,20.543392308764653,-10.281901547780122,27.0420715302525,2256.9323014781459,0.0,0.0
 01/01  04:00:00,-19.0,10.79322199739079,137.44890375369097,545.071335927367,0.0,20.52738074146441,-10.550886650533345,31.075020054633677,2593.5223361835794,0.0,396.5688821872967
 01/01  05:00:00,-19.0,10.79322199739079,412.3467112610728,524.481193255512,0.0,20.53315022740685,-10.439596005617693,32.46640113091496,2709.6470528574329,0.0,0.0
 01/01  06:00:00,-17.5,10.79322199739079,859.0556484605684,585.278858625162,0.0,20.54403930397877,-10.003009111920316,30.095281069351075,2511.753283822779,0.0,411.7951939659077
 01/01  07:00:00,-17.0,10.79322199739079,962.1423262758366,676.2321660181581,0.0,20.543340103739689,-9.22396426348847,28.582736720150657,2385.5162758587377,0.0,437.08733210979787
 01/01  08:00:00,-17.75,10.79322199739079,859.0556484605684,718.547341115435,0.0,20.545309790179119,-8.136967650567116,27.394901408796878,2286.379496339773,0.0,746.1738350496589
 01/01  09:00:00,-16.950000000000004,10.79322199739079,377.9844853226501,607.4902723735411,0.0,20.550510572734305,-6.276437204381276,20.243601185481297,1689.5317121930344,0.0,607.2006236465824
 01/01  10:00:00,-15.55,10.79322199739079,257.71669453817057,517.023346303502,0.0,20.552033039719875,-2.8158916486490934,16.51583604946988,1378.4122944969423,0.0,900.3610661833021
 01/01  11:00:00,-14.15,10.79322199739079,257.71669453817057,529.1828793774321,0.0,20.553875079955767,1.5883594330031339,7.8160137841246819,652.3248027968188,0.0,442.7684048891363
 01/01  12:00:00,-12.75,10.79322199739079,257.71669453817057,529.345006485084,0.0,20.554757140468479,5.470708296851817,2.815002509174561,234.94021471656,0.0,870.0552858419185
 01/01  13:00:00,-11.35,10.79322199739079,257.71669453817057,520.428015564202,0.0,20.625586702540269,2.6872785513066606,0.0,0.0,0.0,429.12284444356848
 01/01  14:00:00,-9.5,10.79322199739079,257.71669453817057,538.424124513619,0.0,20.718878299749055,0.7573565090337213,0.0,0.0,0.0,425.23337892987566
 01/01  15:00:00,-12.75,10.79322199739079,257.71669453817057,568.741893644617,0.0,20.686837848476416,-1.7284680237326569,0.0,0.0,0.0,421.86273780616218
 01/01  16:00:00,-14.75,10.79322199739079,446.7089371994956,600.356679636835,0.0,20.57063547177497,-3.3307757679670324,4.412088100950792,368.2330379484148,0.0,420.29512069245677
 01/01  17:00:00,-15.75,10.79322199739079,962.1423262758366,710.11673151751,0.0,20.549619734499438,-3.7268958204257336,10.993380498332856,917.5079476204489,0.0,424.43869514540497
 01/01  18:00:00,-16.75,10.79322199739079,1340.1268115984868,862.6783398184181,0.0,20.55003962187127,-5.600075288824242,13.150109708993643,1097.508648219008,0.0,431.01066139700728
 01/01  19:00:00,-17.0,10.79322199739079,1804.0168617671937,936.608300907912,0.0,20.54844801982385,-7.000267418232531,13.295776573728979,1109.6660101987819,0.0,438.5308196686922
 01/01  20:00:00,-14.75,10.79322199739079,1999.2567818718683,966.763942931258,0.0,20.54944330583531,-7.056102569735715,12.123454294341077,1011.8239489079863,0.0,880.7298497191177
 01/01  21:00:00,-14.0,10.79322199739079,1999.2567818718683,1000.0,0.0,20.54955524502321,-5.936227868501888,12.749231978584359,1064.0513778434084,0.0,436.2478652643284
 01/01  22:00:00,-14.0,10.79322199739079,1511.9379412906004,976.653696498055,0.0,20.545044753402217,-5.026848646944597,16.894729009201236,1410.0347150893773,0.0,430.4516293666052
 01/01  23:00:00,-13.25,10.79322199739079,841.874535491357,845.168612191959,0.0,20.54245473996918,-4.3796614920096819,22.2033932095557,1853.0960278322614,0.0,420.39947012156656
 01/01  24:00:00,-13.0,10.79322199739079,343.62225938422736,734.43579766537,0.0,20.525303955682497,-3.9111463055682984,27.247123375867547,2274.0459361835557,0.0,410.3431103069221
 01/02  01:00:00,-13.0,10.726601198421533,137.44890375369097,607.4902723735411,0.0,20.530624538004078,-4.211259211792499,31.89222854364937,2661.726587246162,0.0,0.0
 01/02  02:00:00,-13.75,10.726601198421533,137.44890375369097,559.338521400778,0.0,20.52863083365632,-4.753371063100843,34.716395443850007,2897.4316623805709,0.0,0.0
 01/02  03:00:00,-13.25,10.726601198421533,137.44890375369097,552.853437094682,0.0,20.53968548269581,-4.143325790580322,34.57407005899853,2885.5531804368986,0.0,396.04652037928238
 01/02  04:00:00,-12.25,10.726601198421533,137.44890375369097,545.071335927367,0.0,20.531322301952746,-4.170511029612349,34.93232798133753,2915.453400036672,0.0,0.0
 01/02  05:00:00,-12.0,10.726601198421533,412.3467112610728,524.481193255512,0.0,20.535952465159846,-3.9190495206323399,34.119254767879649,2847.5942792268326,0.0,0.0
 01/02  06:00:00,-11.25,10.726601198421533,859.0556484605684,585.278858625162,0.0,20.543545319567636,-3.642216007517034,30.681751702989176,2560.700144844333,0.0,411.33913238218198
 01/02  07:00:00,-10.25,10.726601198421533,962.1423262758366,676.2321660181581,0.0,20.5424683066659,-2.922055421210041,28.169154508984215,2350.998689043909,0.0,436.1400529521376
 01/02  08:00:00,-9.25,10.726601198421533,859.0556484605684,718.547341115435,0.0,20.544603799991543,-2.0072244686825555,25.155669440841778,2099.493112531249,0.0,894.2301490025823
 01/02  09:00:00,-9.0,10.726601198421533,377.9844853226501,607.4902723735411,0.0,20.545794583981477,-0.8845101797117333,19.538643071330787,1630.6958816156517,0.0,449.7933981575894
 01/02  10:00:00,-9.0,10.726601198421533,257.71669453817057,517.023346303502,0.0,20.54933326931851,0.880945848387306,15.749710894456563,1314.4714604010729,0.0,892.0688688065791
 01/02  11:00:00,-8.25,10.726601198421533,257.71669453817057,529.1828793774321,0.0,20.548459274211859,2.5901220840893535,15.214492985725589,1269.8021537174796,0.0,438.90671949503698
 01/02  12:00:00,-7.25,10.726601198421533,257.71669453817057,529.345006485084,0.0,20.55012855368345,4.146143018102644,11.341835355848254,946.5900030633413,0.0,431.6561585199747
 01/02  13:00:00,-7.0,10.726601198421533,257.71669453817057,520.428015564202,0.0,20.553747003722664,6.300261750569559,4.747269297167566,396.20727312279589,0.0,426.2662869192622
 01/02  14:00:00,-7.0,10.726601198421533,257.71669453817057,538.424124513619,0.0,20.561337678526617,5.752170027724885,0.35553652454368747,29.673091637977536,0.0,422.71971123925649
 01/02  15:00:00,-7.75,10.726601198421533,257.71669453817057,568.741893644617,0.0,20.597098886635146,2.4631733688797405,0.0,0.0,0.0,419.7025257625765
 01/02  16:00:00,-8.75,10.726601198421533,446.7089371994956,600.356679636835,0.0,20.551378076282825,3.5258529757622218,4.838278927671595,403.80294028906118,0.0,418.2292474409842
 01/02  17:00:00,-11.25,10.726601198421533,962.1423262758366,710.11673151751,0.0,20.55168199442182,1.0175022293338459,10.833796198687555,904.189036002479,0.0,422.2212101069561
 01/02  18:00:00,-15.0,10.726601198421533,1340.1268115984868,862.6783398184181,0.0,20.550663964065607,-1.7298346495571367,14.018895775442023,1170.0175658234862,0.0,428.79384379835877
 01/02  19:00:00,-16.0,10.726601198421533,1804.0168617671937,936.608300907912,0.0,20.547306255045343,-3.2575538299409936,14.113604376316184,1177.9219491952102,0.0,872.053932940195
 01/02  20:00:00,-15.25,10.726601198421533,1999.2567818718683,966.763942931258,0.0,20.547082845169155,-4.421328284003107,15.536455508109068,1296.6731578792629,0.0,437.7598328013251
 01/02  21:00:00,-15.75,10.726601198421533,1999.2567818718683,1000.0,0.0,20.543245320525608,-4.398000353049721,16.997728599775898,1418.631064771646,0.0,433.7643877340045
