Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,1101611029.3617887,630107322.2447351,0.0,43905607.11705258,0.0,0.0,427598099.99999964,427598099.99999964,0.0,0.0,0.0
 August,368304413.42443967,14100613.759081574,212966677.76766375,20095321.897694774,0.0,0.0,121141800.00000027,121141800.00000027,0.0,0.0,0.0
 December,34361511270.77342,13180668075.295452,4156057282.388834,1248484423.4248278,0.0,0.0,15776301489.664024,15776301489.664024,0.0,0.0,0.0
