Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.37564398612051797,0.2964312901117835,0.41048299918270503,0.0,0.0,537100125.7438183,35050411.67609493,57956784.82482235,0.0,1101611029.3617887,630107322.2447351,0.0,43905607.11705258,0.0,0.0,427598099.99999964,427598099.99999964,0.0,0.0,0.0
 August,0.22058201446432255,0.5408902696229202,0.520269994999486,0.0,0.0,14100613.75908157,0.0,0.0,0.0,368304413.42443967,14100613.759081574,212966677.76766375,20095321.897694774,0.0,0.0,121141800.00000027,121141800.00000027,0.0,0.0,0.0
 December,0.2783810081214347,0.3577942344749173,0.41799517328413477,0.0,2.6666666666666665,10921308633.439028,514222265.0317797,1707787531.7610683,37349645.06365111,34361511270.77342,13180668075.295452,4156057282.388834,1248484423.4248278,0.0,0.0,15776301489.664024,15776301489.664024,0.0,0.0,0.0
