Date/Time,UNHEATEDBSMT_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),UNHEATEDBSMT_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),UNHEATEDBSMT_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),LIVING_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),LIVING_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),LIVING_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),ATTIC_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),ATTIC_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ATTIC_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),UNHEATEDBSMT_UNIT1:Zone Mean Air Temperature [C](Hourly),LIVING_UNIT1:Zone Mean Air Temperature [C](Hourly),ATTIC_UNIT1:Zone Mean Air Temperature [C](Hourly),UNHEATEDBSMT_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),LIVING_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),ATTIC_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),UNHEATEDBSMT_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),LIVING_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),ATTIC_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly) 
 07/21  07:00:00,0.0,0.0,0.0,2465.501394975299,8875805.021911076,9150908.80896904,0.0,0.0,0.0,20.516361648059143,30.926777133273835,23.512138309313518,0.0,0.0,0.0,0.5814840116608502,0.35569493941226867,3.7662620230865988,233.4868031889224 
 07/21  08:00:00,0.0,0.0,0.0,2799.0720446623647,10076659.360784512,10819098.371469101,0.0,0.0,0.0,20.764651932426668,31.395784111444674,27.83572411633359,86.85661543923067,0.0,0.0,0.5759925788051074,0.3332568325722233,3.816229168406973,233.4868031889224 
 07/21  09:00:00,0.0,0.0,0.0,2928.1545342755437,10541356.323391958,11967067.984306938,0.0,0.0,0.0,21.048340515848254,32.072915619210977,32.24912292276693,199.91891178068449,0.0,0.0,0.5701974160553462,0.31536601343975875,3.876383951233715,233.4868031889224 
 07/21  10:00:00,0.0,0.0,0.0,2873.1594807121775,10343374.130563839,12429294.680420347,0.0,0.0,0.0,21.343764211344934,32.88596159829257,37.51736211709198,297.31367037840968,0.0,0.0,0.5655191513545785,0.3030281337540965,3.9509964652738236,233.4868031889224 
 07/21  11:00:00,0.0,0.0,0.0,2564.5650259558,9232434.093440881,11651263.892863427,0.0,0.0,0.0,21.641271452848949,33.769339764318157,41.83973945041991,380.3244717304683,0.0,0.0,0.5617848027942781,0.29470776261329259,4.020086026473987,233.4868031889224 
 07/21  12:00:00,0.0,0.0,0.0,2171.854462503459,7818676.065012453,9906352.063880478,0.0,0.0,0.0,21.901843981089909,34.570115949265957,45.30091446058626,432.47622606214198,0.0,0.0,0.5597479007911719,0.2929642573375233,4.070813505145614,233.4868031889224 
 07/21  13:00:00,0.0,0.0,0.0,2059.2313394539639,7413232.82203427,9170953.278687755,0.0,0.0,0.0,22.146892243566957,35.363075148623519,47.611039167826138,472.32512164181699,0.0,0.0,0.5582739603812369,0.29240266590871485,4.102286940077412,233.4868031889224 
 07/21  14:00:00,0.0,0.0,0.0,2307.582355495293,8307296.479783055,10721660.898673939,0.0,0.0,0.0,22.366244052095128,36.31218422508586,48.826485162151559,494.4009026609643,0.0,0.0,0.5577015658920151,0.2953925305725535,4.112048822878818,233.4868031889224 
 07/21  15:00:00,0.0,0.0,0.0,2715.2188821466577,9774787.975727968,12229319.072590583,0.0,0.0,0.0,22.5491946296668,37.351751338690359,48.864723709604039,487.0725949706372,0.0,0.0,0.5587872429829122,0.30620218462463735,4.097673601870379,233.4868031889224 
 07/21  16:00:00,0.0,0.0,0.0,2919.494747137898,10510181.089696432,12417349.464557594,0.0,0.0,0.0,22.677783360707595,38.297726788498227,47.546111263296307,444.66042428194216,0.0,0.0,0.5618301155070391,0.32390936266007555,4.062109316535558,233.4868031889224 
