Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,2111865578.344111,1589078078.486886,0.0,80398799.85722227,0.0,0.0,442388700.0,442388700.0,0.0,0.0,0.0
 August,1030460530.8029544,38122.97694881775,626215640.6126212,50397867.213382706,0.0,0.0,353808899.9999991,353808899.9999991,0.0,0.0,0.0
 December,56630878278.001854,17424192257.972454,10030543678.636477,2097439491.7491884,0.0,0.0,27078702849.642757,27078702849.642757,0.0,0.0,0.0
