Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,1500187724.068491,709160898.3946307,0.0,56052625.67385999,0.0,0.0,734974199.9999996,734974199.9999996,0.0,0.0,0.0
 July,702828772.582941,1074317.2951079314,366864712.5078089,36782742.78002393,0.0,0.0,298106999.9999999,298106999.9999999,0.0,0.0,0.0
 December,36194932578.24295,13592064042.92591,5485576056.546368,1542043394.5623252,0.0,0.0,15575249084.209106,15575249084.209106,0.0,0.0,0.0
