Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,-19.0,20.540195784644994,-11.63075662499064,5.2954815221155429,441.96108592393889
 01/01  02:00:00,-21.0,20.47534087811179,-12.887744270101337,18.23036840165462,1521.5072287458243
 01/01  03:00:00,-19.0,20.483761332642833,-13.221579569232129,25.478220717396544,2126.413254138192
 01/01  04:00:00,-19.0,20.486031718035706,-13.242918479695734,33.00990174067525,2755.0076340787638
 01/01  05:00:00,-19.0,20.50710782853159,-13.093288879141053,35.65951354070363,2976.144334023211
 01/01  06:00:00,-17.0,20.53987475468741,-12.552810492668283,32.42666929738517,2706.3310325447876
 01/01  07:00:00,-17.0,20.54127985767846,-11.780945256497099,31.349301487513399,2616.4138748317716
 01/01  08:00:00,-18.0,20.529821591551035,-11.693025402756579,32.83664988024594,2740.5480273264995
 01/01  09:00:00,-16.6,20.569848616414388,-9.741675030075172,24.345450804469434,2031.87223483175
 01/01  10:00:00,-15.2,20.55881913717619,-6.551288656371203,21.913323809028115,1828.8868248135973
 01/01  11:00:00,-13.8,20.596097108722725,-2.0113468528190689,10.64722581899662,888.6178651344321
 01/01  12:00:00,-12.4,20.59259689897523,2.4422892018971247,3.118925199806344,260.3056138455304
 01/01  13:00:00,-11.0,20.695285165158034,1.1594336763229459,0.0,0.0
 01/01  14:00:00,-9.0,20.772111289161303,0.8950240786318935,0.0,0.0
 01/01  15:00:00,-14.0,20.64035765651098,-1.3901411472928485,0.0,0.0
 01/01  16:00:00,-15.0,20.552067751127763,-1.6030101407909379,0.801677911121174,66.90806845055372
 01/01  17:00:00,-16.0,20.512141411183085,-4.149228318415516,9.995070269605702,834.1889385870712
 01/01  18:00:00,-17.0,20.520812797090469,-6.952699795344643,12.368904615002349,1032.309241851941
 01/01  19:00:00,-17.0,20.5362026171526,-8.707551141659624,12.039553041532456,1004.8215472100834
 01/01  20:00:00,-14.0,20.559998961023199,-8.48263488260024,8.613571339716764,718.8889862207842
 01/01  21:00:00,-14.0,20.540731267943465,-8.030049854363869,10.179710239814588,849.5989974075357
 01/01  22:00:00,-14.0,20.514544655842124,-7.650682955032236,15.631849393544672,1304.6347351261193
 01/01  23:00:00,-13.0,20.498525840646548,-7.174820472906171,22.795890886536907,1902.5459061166847
 01/01  24:00:00,-13.0,20.489580822572849,-7.041778512227197,30.834243352139298,2573.4271035866597
 07/21  01:00:00,19.307999999999998,24.055809408756109,18.273034527680218,0.0,0.0
 07/21  02:00:00,18.671999999999998,23.676276900985884,17.146041695475338,0.0,0.0
 07/21  03:00:00,18.194999999999998,23.3893207213133,16.278700493211568,0.0,0.0
 07/21  04:00:00,17.717999999999998,23.1504927382687,15.603565643375536,0.0,0.0
 07/21  05:00:00,17.4,23.294415118629496,15.446766063125708,0.0,0.0
 07/21  06:00:00,17.717999999999998,23.899936945670544,17.260748307938436,0.0,0.0
 07/21  07:00:00,18.830999999999997,24.416175252502869,21.178499279333459,0.0,0.0
 07/21  08:00:00,21.534,24.83385695320852,26.943748215156423,0.0,0.0
 07/21  09:00:00,24.554999999999997,25.111740816121317,33.73003455796958,0.0,0.0
 07/21  10:00:00,27.257999999999997,25.508459795460188,40.0858852548016,0.0,0.0
 07/21  11:00:00,29.642999999999998,25.567947233614246,45.4870476699547,6.444239989012542,0.0
 07/21  12:00:00,31.232999999999998,25.57871340165461,49.55960276731474,8.62786035874672,0.0
 07/21  13:00:00,32.504999999999998,25.594015528357056,52.10927171060005,14.67090190255478,0.0
 07/21  14:00:00,33.3,25.604741083296874,53.114646898088917,22.035951817063624,0.0
 07/21  15:00:00,33.3,25.593233063042648,52.56903494210625,26.497747134681853,0.0
 07/21  16:00:00,32.346,25.576543525560014,50.373503269705377,28.823233851088927,0.0
 07/21  17:00:00,31.073999999999999,25.569539473290918,46.70963141272847,31.756728684007436,0.0
 07/21  18:00:00,29.483999999999999,25.559165760570587,41.90489888851035,33.65393559190851,0.0
 07/21  19:00:00,27.098999999999998,25.542282347232687,36.12345618272384,32.404095184604887,0.0
 07/21  20:00:00,25.349999999999999,25.515177677281888,30.725893467033289,22.544836329825065,0.0
 07/21  21:00:00,23.918999999999998,25.524215984349934,26.577132656680737,15.684593448680893,0.0
 07/21  22:00:00,22.487999999999997,25.52758382854032,23.60010469348589,7.271617429553472,0.0
