Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 June,773792099.9999982,0.0,0.0,0.0,0.0,773792099.9999982,773792099.9999982,0.0,0.0,0.0
 December,1993369199.526731,1340854868.3811967,16065831.145535018,0.0,0.0,636448500.0,636448500.0,0.0,0.0,0.0
 December,50108287828.09445,24214591149.40623,290133959.9372107,0.0,0.0,25603562718.74998,25603562718.74998,0.0,0.0,0.0
