Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),LIVING:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),ATTIC:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),CRAWLSPACE:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/02  11:00:00,2.7916666666666665,8.841666666666667,5.0023533080506155,0.0,0.0,24.023134199231404,5.304483603602588,7.917677493927957,0.0,0.0
 01/02  12:00:00,3.35,8.366666666666669,5.163157749877375,0.0,0.0,24.607505858046125,6.974973713533585,8.726562697673428,55.901312199767155,4665.525607293991
 01/02  13:00:00,3.016666666666667,8.633333333333333,4.718384160326079,0.0,0.0,23.971652929611214,6.217623757809027,7.867871570309624,32.73271086262067,2731.8732730274446
 01/02  14:00:00,2.7750000000000004,8.366666666666669,4.125931986031758,0.0,0.0,24.72392236766449,6.291179625530719,7.914532084434906,20.99639703302279,1752.3600817886963
 01/02  15:00:00,3.1916666666666664,7.991666666666667,14.208891047165876,0.0,0.0,24.08265231902995,6.7280873291595205,8.456249173673319,56.91573195611594,4750.18911810528
 01/02  16:00:00,3.283333333333333,7.908333333333334,4.247298052321194,0.0,0.0,24.471639517640245,5.619135051551294,8.015559512907632,0.0,0.0
 01/02  17:00:00,3.2583333333333333,7.991666666666667,0.0,0.0,0.0,24.391019850212814,5.814793785213731,8.352662812500323,45.550238521690744,3801.6246109189274
 01/02  18:00:00,3.4166666666666665,9.133333333333333,0.0,0.0,0.0,24.377227551227733,4.9627470693895575,7.702169248973174,0.0,0.0
 01/02  19:00:00,3.5,8.866666666666667,0.0,0.0,0.0,24.25105962519328,5.950865960502351,8.181176904804616,52.56072779618781,4386.720308009957
 01/02  20:00:00,3.4416666666666664,7.616666666666667,0.0,0.0,0.0,24.322112995868768,5.335855541240211,8.00569194227214,0.0,0.0
 01/02  21:00:00,3.4583333333333335,8.133333333333333,0.0,0.0,0.0,24.419141503167918,6.409091978030257,8.299556332340307,55.660492291936656,4645.426768778103
 01/02  22:00:00,3.5,8.799999999999999,0.0,0.0,0.0,24.061605147357714,5.418149721179774,7.643223541498801,0.0,0.0
 01/02  23:00:00,3.616666666666667,8.799999999999999,0.0,0.0,0.0,24.560368879629962,6.494015086240459,8.097858632417141,54.50266113653229,4548.794137237044
 01/02  24:00:00,3.641666666666667,8.158333333333333,0.0,0.0,0.0,23.841658532576634,5.6948489342716035,7.800749781313237,13.3854865432468,1117.1532076105218
 01/03  01:00:00,3.891666666666667,8.925000000000002,0.0,0.0,0.0,24.722504404774725,6.798437497533097,7.973054940839364,48.07751630402188,4012.551309170211
 01/03  02:00:00,4.333333333333333,8.283333333333333,0.0,0.0,0.0,24.187330900996727,6.897011396210722,8.379005231865518,48.73342917248369,4067.293821707779
 01/03  03:00:00,4.791666666666667,6.908333333333334,0.0,0.0,0.0,24.184689165155813,6.256971836146337,8.487450018383853,0.0,0.0
 01/03  04:00:00,4.766666666666667,6.700000000000002,0.0,0.0,0.0,24.723669822206976,7.202023185827902,8.981562132763317,46.46249673602591,3877.761715612201
 01/03  05:00:00,4.541666666666667,8.508333333333333,0.0,0.0,0.0,24.231545973708602,6.9021691503664115,8.369964571923576,50.55944654809631,4219.6933001822745
 01/03  06:00:00,4.558333333333334,8.866666666666667,0.0,0.0,0.0,24.122653671581887,6.405316914900901,7.75215949351631,28.887256043365813,2410.9314699654346
 01/03  07:00:00,4.191666666666666,8.200000000000001,0.0,0.0,0.0,24.579746879594257,5.998250896553464,7.509317274368194,20.306794486019047,1694.8058274197883
 01/03  08:00:00,3.1999999999999997,8.200000000000001,11.561796422407928,0.0,0.0,24.56435134544874,5.415610568144249,7.490597051221982,50.17127410368381,4187.296413451233
 01/03  09:00:00,1.825,8.200000000000001,35.31038858060297,0.0,0.0,23.916916611481255,3.9328645687909556,6.686541627414782,25.39044417715319,2119.0874208060227
 01/03  10:00:00,1.6083333333333334,7.616666666666667,38.35181074759655,0.0,0.0,24.688339915653682,4.628654452081659,6.453153341742151,21.97263389492441,1833.8368468011158
 01/03  11:00:00,2.6,7.2,30.037058382246347,0.0,0.0,24.155970090252286,6.647731008386141,7.172788545836993,46.81386630359831,3907.087032865482
 01/03  12:00:00,4.150000000000001,8.424999999999999,11.25292731578042,0.0,0.0,24.083561845273668,6.747168229032867,7.1377769880021615,0.0,0.0
 01/03  13:00:00,4.958333333333333,7.783333333333334,19.496037649405064,0.0,0.0,24.082176699392246,8.272566699385512,7.962708232336998,38.78120297679911,3236.680651132834
 01/03  14:00:00,4.708333333333333,5.4750000000000005,30.211808942257253,0.0,0.0,23.571983124210274,9.500904596104336,8.606552996118804,20.209221283243547,1686.6623642662219
 01/03  15:00:00,4.791666666666667,7.05,28.780357920537572,0.0,0.0,24.62838939247682,9.877871783353376,8.229919943879608,22.84488243083558,1906.634742236479
 01/03  16:00:00,5.233333333333334,9.674999999999999,20.721181305557128,0.0,0.0,23.813687847420397,8.259758136345642,7.875368957548122,37.368967144666556,3118.8153957555187
 01/03  17:00:00,4.641666666666667,7.908333333333334,0.0,0.0,0.0,24.871172929839577,7.286953083679513,7.986096615280366,17.912148217889424,1494.9485603051126
 01/03  18:00:00,3.8666666666666667,6.783333333333334,0.0,0.0,0.0,23.80773719965042,5.313410277609698,7.732000167047659,0.0,0.0
 01/03  19:00:00,3.525,6.325,0.0,0.0,0.0,24.16116272579141,5.564761517924491,8.13276697810612,38.447884943154435,3208.861915576416
 01/03  20:00:00,2.875,5.7,0.0,0.0,0.0,24.012255572911116,5.143570509038187,8.416452351642558,48.84711495581657,4076.7820414373878
 01/03  21:00:00,2.441666666666667,4.4750000000000005,0.0,0.0,0.0,24.579263896485415,4.179099277594205,8.056387821596456,0.0,0.0
 01/03  22:00:00,2.1666666666666665,3.891666666666667,0.0,0.0,0.0,24.019012149753607,3.948522404865718,8.88136609557195,53.93605309382368,4501.505008797464
 01/03  23:00:00,1.7083333333333333,4.1000000000000005,0.0,0.0,0.0,24.537335275566914,2.4365366251978045,7.674551206223608,0.0,0.0
 01/03  24:00:00,1.5,4.1000000000000005,0.0,0.0,0.0,24.241989830249356,2.7585746142877148,8.233789498105454,54.6751687973599,4563.191633062711
 01/04  01:00:00,2.025,3.516666666666667,0.0,0.0,0.0,24.164168703116612,1.5575699093948572,8.115183003500976,0.0,0.0
 01/04  02:00:00,2.0500000000000003,2.1666666666666665,0.0,0.0,0.0,24.112634204490195,1.9522595820339907,9.516145866013643,31.05752990611339,2592.0626077338216
 01/04  03:00:00,1.5083333333333335,2.1416666666666666,0.0,0.0,0.0,23.929725357434023,0.96858776691496,9.856122760893312,48.99749668501392,4089.332906181531
 01/04  04:00:00,1.3,2.891666666666667,0.0,0.0,0.0,24.221947063549475,-0.10111900475753387,8.108450057443445,0.0,0.0
 01/04  05:00:00,1.2416666666666667,3.1,0.0,0.0,0.0,24.09081749512306,0.3569550798188274,8.880188808210056,31.794841934664035,2653.598697217303
 01/04  06:00:00,0.9083333333333335,3.6833333333333336,0.0,0.0,0.0,24.35206983356844,0.8478182545207478,8.571679846622432,50.797459194359455,4239.55784454274
 01/04  07:00:00,0.7583333333333333,3.225,0.0,0.0,0.0,24.00791497149507,0.16393812296502674,8.208492972514788,43.22894084588924,3607.889020063709
 01/04  08:00:00,0.7999999999999999,1.9583333333333333,6.690843390353393,0.0,0.0,24.734496750174287,-0.2038472864811306,8.973506885304252,17.253766529930925,1440.0
 01/04  09:00:00,1.0333333333333334,1.8499999999999999,23.439224345376065,0.0,0.0,23.965424799427947,-0.8977347090569956,9.765527454685495,31.75971993982935,2650.667414214591
 01/04  10:00:00,1.4333333333333333,2.975,7.615854089949341,0.0,0.0,23.966525430275624,0.36160552196039436,9.003830396335463,43.34631610928066,3617.685163937016
 01/04  11:00:00,1.8333333333333333,3.016666666666667,3.6794480154768636,0.0,0.0,23.920327948035208,1.636622714839733,8.918397722391505,31.057742980623527,2592.080390940408
 01/04  12:00:00,2.525,3.475,3.932029368265565,0.0,0.0,23.90354905017443,2.1336882623316864,7.797441052543577,0.0,0.0
 01/04  13:00:00,3.4250000000000003,3.8083333333333336,11.947579322564005,0.0,0.0,24.63016313064156,4.1492783182507695,8.70401899213448,48.207513629678,4023.4008908322835
 01/04  14:00:00,3.975,4.4750000000000005,10.467800037753774,0.0,0.0,23.832955024833165,3.4266901012905304,8.150826808250168,37.61459980743752,3139.315906978769
 01/04  15:00:00,4.041666666666667,4.808333333333334,5.068861415167098,0.0,0.0,23.92875770892348,3.4944171986010457,7.630866099242298,0.0,0.0
 01/04  16:00:00,4.116666666666666,4.6000000000000005,2.1697564422141036,0.0,0.0,23.92986126691355,4.007611030543358,8.413895403248434,34.586602517408785,2886.59913988462
 01/04  17:00:00,4.375,4.6000000000000005,0.0,0.0,0.0,24.559431292703792,4.546331870096299,8.68410667407532,42.41625469265358,3540.062203314495
 01/04  18:00:00,4.616666666666667,5.533333333333334,0.0,0.0,0.0,24.045320297334985,3.7028010911566613,7.932552587215032,0.0,0.0
 01/04  19:00:00,4.933333333333334,7.716666666666666,0.0,0.0,0.0,24.56317922319086,5.633662550648538,7.941593158956979,54.02920274880571,4509.2792824867165
 01/04  20:00:00,4.166666666666667,8.158333333333333,0.0,0.0,0.0,24.102196540051978,5.3145342367340165,7.240358834493115,58.729883078375615,4901.598238631056
 01/04  21:00:00,2.625,6.183333333333334,0.0,0.0,0.0,24.473504046533446,3.2861389145289936,6.5085651227108885,0.0,0.0
 01/04  22:00:00,1.4166666666666667,4.516666666666667,0.0,0.0,0.0,24.220014654430873,2.821302048088308,7.268158493662831,47.15413314695355,3935.4857163402776
 01/04  23:00:00,1.0583333333333333,5.616666666666667,0.0,0.0,0.0,23.990902280215916,1.4272216108299542,6.226333146902014,32.42007175731309,2705.7804016035766
 01/04  24:00:00,1.0999999999999999,6.700000000000002,0.0,0.0,0.0,24.627647809886852,2.004433042056311,5.645910980496876,21.057396935754074,1757.4511359524738
 01/05  01:00:00,0.9249999999999999,4.6000000000000005,0.0,0.0,0.0,24.013786533345755,2.45196633250881,7.115872405537366,52.72962861208301,4400.8167764226455
 01/05  02:00:00,0.8583333333333334,4.266666666666667,0.0,0.0,0.0,24.206002766425257,1.2189642274029369,6.616604745932356,1.1112688691521895,92.74654138869698
 01/05  03:00:00,0.5499999999999999,5.45,0.0,0.0,0.0,24.595689448255285,2.0256510783938144,6.348542559612774,49.79186295257134,4155.630744586747
 01/05  04:00:00,0.18333333333333335,5.991666666666667,0.0,0.0,0.0,24.367879791100226,1.8193060117852766,5.835047993739283,56.323185834856936,4700.735196659619
 01/05  05:00:00,0.15833333333333333,5.558333333333334,0.0,0.0,0.0,24.192612743582455,1.647624521150967,6.033167623142025,60.347222221574505,5036.581424022272
 01/05  06:00:00,0.08333333333333333,5.1000000000000005,0.0,0.0,0.0,24.176728759435978,0.6134431279836345,5.689948677413448,6.587664677747079,549.8067404296663
 01/05  07:00:00,-0.17500000000000002,4.808333333333334,0.0,0.0,0.0,24.603834176472073,1.0949357419086805,6.259846791234909,49.54653505961838,4135.155669463907
 01/05  08:00:00,-0.4166666666666667,4.6000000000000005,11.285118025072881,0.0,0.0,24.367333930729487,0.6760153459911028,6.655514802740799,56.34776563943209,4702.786628068919
 01/05  09:00:00,-0.3833333333333333,4.6000000000000005,28.93502172022929,0.0,0.0,24.155702588122626,1.4597247596851382,6.457953501788535,49.9435038957894,4168.28670338016
 01/05  10:00:00,-0.06666666666666667,5.241666666666666,13.882290144271956,0.0,0.0,24.42642461506813,2.1004024629313482,5.5624518665896465,0.0,0.0
 01/05  11:00:00,0.39166666666666666,5.058333333333334,16.42330646833091,0.0,0.0,24.647544642725446,4.512565167669615,6.6959476995902385,60.60950828740781,5058.471828888059
 01/05  12:00:00,1.0083333333333333,4.891666666666666,18.98553481996356,0.0,0.0,23.932205223239237,4.95220955020468,6.295939851052748,23.3627576386797,1949.8566264553165
 01/05  13:00:00,2.2333333333333334,4.808333333333334,8.051553252791267,0.0,0.0,24.382314882895837,6.787851473392627,6.722115718818023,23.87372975407764,1992.5023783203724
 01/05  14:00:00,3.0749999999999997,4.6000000000000005,14.44106111469427,0.0,0.0,24.440848192816542,7.152863170504449,7.598382540563257,54.04941915749685,4510.966544712313
 01/05  15:00:00,3.3166666666666664,4.016666666666667,15.77829414753581,0.0,0.0,24.077579174003663,5.279476421701667,7.06402477423627,0.0,0.0
 01/05  16:00:00,3.283333333333333,3.016666666666667,4.3576559655803,0.0,0.0,24.402581137274808,6.394170728403034,8.294598440369167,46.60277929883156,3889.4697035515123
 01/05  17:00:00,2.966666666666667,2.6,0.0,0.0,0.0,23.787997062449538,3.9477096107067715,7.478432013899941,0.0,0.0
 01/05  18:00:00,2.741666666666667,3.1833333333333336,0.0,0.0,0.0,24.664573768571145,5.320419369130415,7.925559069555838,48.195865679344216,4022.4287524617102
 01/05  19:00:00,2.525,3.3083333333333336,0.0,0.0,0.0,23.870238794359228,4.278794790730751,7.545100813774309,42.16343640615178,3518.961979665876
 01/05  20:00:00,2.225,2.5166666666666666,0.0,0.0,0.0,24.00161179570117,3.605874210620694,6.907619349109695,0.0,0.0
 01/05  21:00:00,2.5083333333333333,2.6833333333333336,0.0,0.0,0.0,24.02731515894739,3.6156826338048416,7.806035305903795,31.709836714769022,2646.504158385074
 01/05  22:00:00,2.9166666666666665,3.6833333333333336,0.0,0.0,0.0,23.925933987791712,3.0778844035286,7.303565953028607,43.429908914181134,3624.6618225609673
 01/05  23:00:00,3.1166666666666667,4.391666666666667,0.0,0.0,0.0,23.893201512467442,2.9085032224143528,6.533641686763406,11.76410338600833,981.8325086562891
 01/05  24:00:00,3.4333333333333336,5.241666666666666,0.0,0.0,0.0,24.753437216702178,4.334681302334164,7.017972560481636,48.45711880299158,4044.232947934021
 01/06  01:00:00,3.5416666666666665,5.3500000000000005,0.0,0.0,0.0,23.89488660956172,3.8475709394128543,6.8867086924729515,35.44001751919668,2957.825187857548
 01/06  02:00:00,3.0333333333333337,4.808333333333334,0.0,0.0,0.0,24.641974482869273,3.8941401199878034,6.566722226771598,20.928496213613272,1746.6930768608106
 01/06  03:00:00,2.7583333333333333,4.891666666666666,0.0,0.0,0.0,24.184136498953695,3.6405971020829093,6.872549170379959,47.15024951684274,3935.161588425954
 01/06  04:00:00,3.15,5.45,0.0,0.0,0.0,23.969016788211636,3.3935908362014753,6.450346637571037,28.961746600877508,2417.14845468183
 01/06  05:00:00,3.5749999999999997,5.7,0.0,0.0,0.0,24.629637942330262,4.6718695505355115,6.503577827945427,18.194041488303277,1518.4753831986393
 01/06  06:00:00,3.525,4.183333333333334,0.0,0.0,0.0,24.072234772781666,5.075846908247127,7.494524869538556,53.8593965403635,4495.107249978185
 01/06  07:00:00,3.516666666666667,3.975,0.0,0.0,0.0,24.391043996422322,4.315745307908785,6.856311997052934,0.0,0.0
 01/06  08:00:00,3.891666666666667,4.6000000000000005,6.591028804656173,0.0,0.0,24.124399266901857,5.261548785549638,7.299842852870195,45.516541802603534,3798.8122814834155
 01/06  09:00:00,3.8083333333333336,4.891666666666666,23.233886146279925,0.0,0.0,24.227399748774463,5.912014680422543,7.543877014205105,48.432506084170065,4042.178769500488
 01/06  10:00:00,3.4250000000000003,5.741666666666666,12.31767797982611,0.0,0.0,24.170980665123807,5.186615688826655,6.524936386819539,0.0,0.0
 01/06  11:00:00,3.4166666666666665,6.2,25.509312004949127,0.0,0.0,24.551798049310904,6.43290990832728,7.051042653702322,47.95999549772105,4002.743018280242
 01/06  12:00:00,3.7916666666666665,7.075,9.635629948942313,0.0,0.0,23.918788450131398,5.824544039005453,6.592045160876581,41.64331729705044,3475.552819364173
 01/06  13:00:00,3.7666666666666675,6.183333333333334,24.267697023727266,0.0,0.0,24.763901753613652,5.930694451548753,6.664430444048677,17.73913809814402,1480.5091292393688
 01/06  14:00:00,3.8333333333333335,4.2250000000000005,7.582286588361776,0.0,0.0,23.681404773192426,5.524616051324848,7.072800710010529,20.265283806878653,1691.3413445859399
 01/06  15:00:00,4.116666666666666,2.725,22.218935549406552,0.0,0.0,25.088455408234818,6.3081800726148884,7.391091979788626,23.963564624904055,2000.0
 01/06  16:00:00,4.258333333333334,2.1,4.8765750859604085,0.0,0.0,24.31369690265534,4.488185164701458,7.726523625399492,0.0,0.0
 01/06  17:00:00,4.183333333333334,2.1,0.0,0.0,0.0,23.755284004727915,3.68007737081678,7.742134903857036,0.0,0.0
 01/06  18:00:00,3.8083333333333336,1.75,0.0,0.0,0.0,23.866605308441127,4.5337115867093285,8.56016760532078,45.17578017687237,3770.3723034530162
 01/06  19:00:00,3.4250000000000003,1.8499999999999999,0.0,0.0,0.0,24.67790417861418,3.8010532863073903,7.802801258811422,0.0,0.0
 01/06  20:00:00,3.183333333333333,0.875,0.0,0.0,0.0,23.888028249452805,2.5006689616921607,8.08716442610431,0.0,0.0
 01/06  21:00:00,2.983333333333333,1.8083333333333333,0.0,0.0,0.0,24.17668771791526,3.7471360100438567,8.680929667056803,46.17095967742615,3853.430021795933
 01/06  22:00:00,2.841666666666667,2.8083333333333336,0.0,0.0,0.0,24.49595127283882,2.972110320059512,7.429652283332801,0.0,0.0
 01/06  23:00:00,2.6833333333333336,2.6,0.0,0.0,0.0,23.850710141858144,3.73148808102285,7.888244420639111,44.997795680910805,3755.5177107621953
 01/06  24:00:00,2.308333333333333,2.891666666666667,0.0,0.0,0.0,24.765591983042288,3.2981967588798047,6.922455447352083,0.0,0.0
 01/07  01:00:00,1.8666666666666665,2.8083333333333336,0.0,0.0,0.0,23.837986979055362,3.2468332939661266,7.288657743049693,28.9815974618985,2418.8052082852037
 01/07  02:00:00,1.5833333333333333,2.6,0.0,0.0,0.0,24.636532701390593,4.045310313522688,7.09437935946421,19.170851699923244,1600.0
 01/07  03:00:00,1.4416666666666667,1.0833333333333335,0.0,0.0,0.0,24.181305153721965,4.522718818605352,8.301457419951385,31.706933584572454,2646.26186303027
 01/07  04:00:00,1.2249999999999999,0.875,0.0,0.0,0.0,23.981572563790646,3.7802144129841664,8.358609786975,32.06680252195573,2676.296538005903
 01/07  05:00:00,0.6916666666666668,1.5,0.0,0.0,0.0,23.990538220870715,4.215471844613623,8.077066445389361,29.012612230141233,2421.3937020029125
 01/07  06:00:00,0.2833333333333333,2.1416666666666666,0.0,0.0,0.0,24.61573022751601,4.107126165947825,7.458344601509783,19.170851699923244,1600.0
 01/07  07:00:00,0.375,1.9583333333333333,0.0,0.0,0.0,24.381850525193176,4.577902913329279,7.848587006035345,48.28611442702093,4029.9609163187465
 01/07  08:00:00,0.6166666666666667,0.625,11.153583406080926,0.0,0.0,23.975339961670517,3.6412479200665175,8.293143821383198,26.019891754576083,2171.6211391634943
 01/07  09:00:00,0.8166666666666665,1.2249999999999999,27.955109063614028,0.0,0.0,24.581052032591973,6.267839973130766,8.535550334398655,21.567208162413653,1800.0
 01/07  10:00:00,1.075,0.875,6.16560295442694,0.0,0.0,23.98946802564571,7.739923368968969,8.515341550743917,31.68508990264634,2644.43878851961
 01/07  11:00:00,1.6666666666666667,0.875,2.8030286346932964,0.0,0.0,23.850663286504524,7.208969336827096,7.996968480640313,3.2636839450977813,272.38718414254674
 01/07  12:00:00,2.35,1.5,10.524618772155032,0.0,0.0,24.172458736969773,7.658784268639892,8.239750825118657,27.6364945361892,2306.542867789215
 01/07  13:00:00,2.8333333333333335,0.625,12.819440348803786,0.0,0.0,24.04568669224665,7.538558331841714,8.913725603777687,42.468055359348504,3544.385488894561
 01/07  14:00:00,3.1749999999999994,1.2249999999999999,12.747084718938249,0.0,0.0,23.76620816086164,5.566269197964869,7.913102892348079,0.0,0.0
 01/07  15:00:00,3.0666666666666664,2.6833333333333336,9.158328903568234,0.0,0.0,24.68227047960291,7.60435342271164,8.06263479745849,46.03287155793715,3841.9051821779162
 01/07  16:00:00,2.9583333333333335,3.391666666666667,7.422294354988215,0.0,0.0,23.737713519423995,5.173666728714841,6.766119678601638,0.0,0.0
 01/07  17:00:00,2.8249999999999997,3.016666666666667,0.0,0.0,0.0,24.454867149579915,6.169393449967761,7.543129566112127,45.047080949542654,3759.6310611258245
 01/07  18:00:00,2.5833333333333335,2.308333333333333,0.0,0.0,0.0,23.839968150838448,5.099179644013893,7.559444539399382,30.21966721427565,2522.1345561310986
 01/07  19:00:00,2.3833333333333333,2.6833333333333336,0.0,0.0,0.0,24.142940741574034,4.565099175740557,6.799036661037161,0.0,0.0
 01/07  20:00:00,2.183333333333333,3.6833333333333336,0.0,0.0,0.0,24.472192690619462,5.3671700499105945,7.081317984186808,57.73918559212763,4818.9145893697605
 01/07  21:00:00,2.0416666666666665,5.033333333333333,0.0,0.0,0.0,24.016651889940764,3.361811455604332,5.761267099084571,0.0,0.0
 01/07  22:00:00,1.3583333333333334,5.3500000000000005,0.0,0.0,0.0,24.440348463171784,4.091987774652683,5.959695156643057,47.23560896673268,3942.2856913068113
 01/07  23:00:00,0.9,5.1000000000000005,0.0,0.0,0.0,24.295364754435756,4.06298390236262,5.831746899730422,61.58973542149571,5140.281622166411
 01/07  24:00:00,0.7833333333333333,4.808333333333334,0.0,0.0,0.0,24.267431410903555,2.830981183308127,5.15805385870792,0.0,0.0
 01/08  01:00:00,0.2916666666666667,3.141666666666667,0.0,0.0,0.0,24.027827894111564,3.894896004719811,6.340666237737064,46.48398751201004,3879.5553365797437
 01/08  02:00:00,-0.35000000000000003,3.5583333333333336,0.0,0.0,0.0,24.106637692117513,3.3587955433979713,5.966582330170405,55.14428954266298,4602.344468014116
