Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,-5.6,8.822222222,0.0,449.71410205278596,0.0,18.599307200041743,0.9005086962149945,18.972950930105487,0.0,306.35976697890214,12.655758294696302,179.67950507284678,0.0
 01/01  02:00:00,-6.7,8.822222222,0.0,449.71410205278596,0.0,18.58617789213171,0.610741654179387,35.34487195454395,0.0,568.6454954420171,21.179392246996386,162.14421773619648,0.0
 01/01  03:00:00,-6.7,8.827777778,0.0,449.71410205278596,0.0,18.583918090475855,0.324893535236074,46.9044994699623,0.0,754.5879103716638,28.07446328296068,149.76411310610956,0.0
 01/01  04:00:00,-7.2,8.827777778,0.0,449.71410205278596,0.0,18.50835480426516,0.41537553884163925,55.40487624739356,0.0,886.3018502684873,35.03304388085726,140.58006347171352,0.0
 01/01  05:00:00,-6.7,8.833333333,0.0,449.71410205278596,0.0,18.526612985733923,0.6893035557820323,61.89030244991056,0.0,994.0853156172155,37.06838009389294,133.71376720771912,0.0
 01/01  06:00:00,-7.8,8.833333333,0.0,449.71410205278596,0.0,19.67591884919775,3.2862505287842807,111.07052663170492,0.0,1803.0460841208078,66.26439613116233,80.87649781633911,0.0
 01/01  07:00:00,-7.2,8.838888889,0.0,449.71410205278596,0.0,19.712594137689234,3.3290939090089466,103.37107822092804,0.0,1692.2709810805165,65.44234515736778,89.12572609738419,0.0
 01/01  08:00:00,-6.7,8.844444444,0.0,449.71410205278596,0.0,19.727008348464206,4.126945093563426,105.1984792535392,0.0,1724.3680712147548,69.96660124269471,87.16286248198318,0.0
 01/01  09:00:00,-5.6,8.85,0.0,449.71410205278596,0.0,19.72922854721724,4.615309718830005,100.80781500645307,0.0,1657.2634743514436,74.52677601848401,91.87571998973749,0.0
 01/01  10:00:00,-3.3,8.85,0.0,449.71410205278596,0.0,19.72844344249847,6.271228411833087,80.72058215865417,0.0,1339.914457264106,67.11867777432315,113.56891322286032,0.0
 01/01  11:00:00,-1.1,8.855555556,0.0,449.71410205278596,0.0,19.72647213528234,7.904838591818946,64.30231636071366,0.0,1085.471656016898,52.445795201600866,131.36593140736002,0.0
 01/01  12:00:00,0.0,8.861111111,0.0,449.71410205278596,0.0,19.72630052012036,8.718938721138523,58.64722389380181,0.0,993.1389108687627,51.49322370486351,137.44919804529204,0.0
 01/01  13:00:00,-1.0,8.861111111,0.0,449.71410205278596,0.0,19.715643095548028,8.156010471101839,64.97831977002727,0.0,1069.1042502590017,74.80272959789781,130.38931170664813,0.0
 01/01  14:00:00,-1.0,8.861111111,0.0,449.71410205278596,0.0,19.725269316068715,8.846976698545326,65.697488594334,0.0,1064.6787060066495,88.28043072681196,129.45942180937894,0.0
 01/01  15:00:00,0.0,8.861111111,0.0,449.71410205278596,0.0,19.72605308396162,9.12048298484597,61.61503864647791,0.0,1012.4079906404563,77.19763387912278,134.04105061852312,0.0
 01/01  16:00:00,1.0,8.861111111,0.0,449.71410205278596,0.0,19.726964171235085,9.728186088238237,57.991455592606656,0.0,950.5267753287353,79.10670905210895,137.97481618591516,0.0
 01/01  17:00:00,0.0,8.861111111,0.0,449.71410205278596,0.0,19.64733587877404,9.55657780047918,62.75504882973741,0.0,1014.0265009592414,91.4792071060651,132.67916975152835,0.0
 01/01  18:00:00,0.0,8.861111111,0.0,449.71410205278596,0.0,19.713356417605993,8.975321993678943,67.31410375636051,0.0,1097.3546031537503,90.22774552219772,127.87614163403974,0.0
 01/01  19:00:00,0.0,8.861111111,0.0,449.71410205278596,0.0,19.7155989980538,8.476434400976341,70.31315706883001,0.0,1154.981885864429,88.09545061198129,124.72977375508002,0.0
 01/01  20:00:00,-0.6,8.861111111,0.0,449.71410205278596,0.0,19.713913669327315,8.397807763485535,72.64266860621052,0.0,1196.0713714002477,85.40621067844133,122.21320053520843,0.0
 01/01  21:00:00,-1.0,8.861111111,0.0,449.71410205278596,0.0,19.691773283796273,8.167648987862563,75.1760176376751,0.0,1236.711436690033,86.54223082557239,119.46464672353976,0.0
 01/01  22:00:00,-1.0,8.866666667,0.0,449.71410205278596,0.0,19.73663645387187,8.08476301904825,77.0984324452448,0.0,1267.7438116480257,88.7551727018792,117.40530466488809,0.0
 01/01  23:00:00,-1.7,8.866666667,0.0,449.71410205278596,0.0,18.61786398693807,6.380152886287378,52.61269872068955,0.0,848.5308224325972,56.35871711272062,143.6254227420216,0.0
 01/01  24:00:00,-2.0,8.866666667,0.0,449.71410205278596,0.0,18.564065609218478,6.602328889180812,63.016578203890724,0.0,1013.8628097451805,66.52733529875076,132.45670522512455,0.0
