Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,1274110897.241429,979627460.9562639,0.0,9691036.285167769,0.0,0.0,284792400.0,284792400.0,0.0,0.0,0.0
 August,790334764.1518424,0.0,369515501.0003471,25237763.151494704,0.0,0.0,395581499.99999905,395581499.99999905,0.0,0.0,0.0
 December,29361898806.254417,6891094860.961789,4668736167.895996,431910605.9682563,0.0,0.0,17370157171.428604,17370157171.428604,0.0,0.0,0.0
