Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.7825551915013743,0.3639700099076359,0.6032160666038393,0.0,0.0,979627460.9562635,1274110897.241429,979627460.9562639,0.0,9691036.285167769,0.0,0.0,284792400.0,284792400.0,0.0,0.0,0.0
 August,0.2530185748824857,0.46735913937143375,0.44186302235427233,0.0,0.0,0.0,790334764.1518424,0.0,369515501.0003471,25237763.151494704,0.0,0.0,395581499.99999905,395581499.99999905,0.0,0.0,0.0
 December,0.39629707835650896,0.5316101184433996,0.5498372149031172,0.6666666666666666,2.9999999999999996,6891094860.961778,29361898806.254417,6891094860.961789,4668736167.895996,431910605.9682563,0.0,0.0,17370157171.428604,17370157171.428604,0.0,0.0,0.0
