Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.5478344516741268,0.6040355553766906,0.8353593839423119,0.0,0.0,848474058.9309113,1479658290.4027839,848474058.9309118,10166231.47187277,0.0,0.0,621018000.0000026,621018000.0000026,0.0,0.0,0.0
 August,0.19112154097031053,0.3158108012911969,0.3007539350626263,0.0,101.0,0.0,143602199.99999976,0.0,0.0,0.0,0.0,143602199.99999976,143602199.99999976,0.0,0.0,0.0
 December,0.33492849509874634,0.361783551541616,0.48197953835905594,0.0,1948.1666666666665,12703765221.75923,33802087128.185955,12703765221.759247,152213749.43561825,0.0,0.0,20946108156.990673,20946108156.990673,0.0,0.0,0.0
