Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.08849412500848974,0.0,0.0000013064556930669861,0.0,0.0,2582321690.261368,2868000306.6148043,2582321690.2613688,30940816.353434857,0.0,0.0,254737799.99999997,254737799.99999997,0.0,0.0,0.0
 June,0.15944666023955198,9.407521056231998e-9,9.05749507445535e-8,0.0,167.99999999999997,0.0,784168199.9999968,0.0,0.0,0.0,0.0,784168199.9999968,784168199.9999968,0.0,0.0,0.0
 December,0.14371878983630929,4.0920264121010225e-9,5.605157506817825e-7,0.16666666666666666,4515.499999999997,29972950787.63777,46775675310.70713,29972950787.637554,359129371.59931105,0.0,0.0,16443595151.470854,16443595151.470854,0.0,0.0,0.0
