Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,2868000306.6148043,2582321690.2613688,30940816.353434857,0.0,0.0,254737799.99999997,254737799.99999997,0.0,0.0,0.0
 June,784168199.9999968,0.0,0.0,0.0,0.0,784168199.9999968,784168199.9999968,0.0,0.0,0.0
 December,46775675310.70713,29972950787.637554,359129371.59931105,0.0,0.0,16443595151.470854,16443595151.470854,0.0,0.0,0.0
