Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),INTERIOR LIGHTS:Lights Electricity Rate [W](TimeStep),ELECTRIC_MELS1:Electric Equipment Electricity Rate [W](TimeStep),GAS_MELS1:Gas Equipment NaturalGas Rate [W](TimeStep),LIVING:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),CRAWLSPACE:Zone Mean Air Temperature [C](TimeStep),FAN:Fan Electricity Rate [W](TimeStep),DX_COOLING_COIL:Cooling Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Defrost Electricity Rate [W](TimeStep),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Rate [W](TimeStep),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Rate [W](TimeStep)
 01/01  01:00:00,10.6,8.822222222,0.0,539.1498879765395,0.0,18.61113173496735,7.315768898432817,17.3915766593335,11.117208943475685,0.0,226.51293091575585,0.0,0.0,0.0
 01/01  02:00:00,9.4,8.822222222,0.0,539.1498879765395,0.0,18.610563833041876,8.244103970057349,15.386477756885087,17.23044527558266,0.0,344.62132261545946,0.0,185.83709906330108,0.0
 01/01  03:00:00,8.3,8.827777778,0.0,539.1498879765395,0.0,18.61187208224388,7.81468643928846,15.84928760058365,19.429739193742563,0.0,383.32704955835925,0.0,184.02934648375958,0.0
 01/01  04:00:00,8.3,8.827777778,0.0,539.1498879765395,0.0,18.610662734380362,8.016744748814832,15.702058808800976,19.750312694907947,0.0,389.9117307162527,0.0,183.76584483494437,0.0
 01/01  05:00:00,8.3,8.833333333,0.0,539.1498879765395,0.0,18.610910756421195,8.364367647455964,15.835187475025524,19.429870623722135,0.0,383.47233844128306,0.0,184.02923845232158,0.0
 01/01  06:00:00,8.3,8.833333333,0.0,539.1498879765395,0.0,20.245950377016165,8.999250834435184,15.404394420661625,42.31680962192402,0.0,849.7046850858019,0.0,165.21687205137013,0.0
 01/01  07:00:00,8.0,8.838888889,0.0,539.1498879765395,0.0,20.276261456109257,9.158908033470684,14.267757523270062,44.35619237433018,0.0,893.9173151726036,0.0,163.54056157695234,0.0
 01/01  08:00:00,7.2,8.844444444,0.0,539.1498879765395,0.0,20.27973496808672,8.756327073425958,14.587806720421138,35.09023764849208,0.0,700.7986294525409,0.0,171.1568939912953,0.0
 01/01  09:00:00,5.6,8.85,0.0,539.1498879765395,0.0,20.27790607469898,7.739867884556842,12.97442325373593,37.29557568633984,0.0,730.0369944719746,0.0,169.3441733295586,0.0
 01/01  10:00:00,5.6,8.85,0.0,539.1498879765395,0.0,20.27922322855867,7.59885544537069,12.935800662711095,34.37898605861637,0.0,672.343860969254,0.0,171.7415211235235,0.0
