Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,2983789686.706701,2507307856.6015286,0.0,29315030.10517369,0.0,0.0,447166800.0000001,447166800.0000001,0.0,0.0,0.0
 August,853014879.3654894,0.0,303621713.39323694,23045265.972251654,0.0,0.0,526347900.0000006,526347900.0000006,0.0,0.0,0.0
 December,73209786160.9034,46285609744.72906,2863519953.937454,781455107.4582696,0.0,0.0,23279201354.779305,23279201354.779305,0.0,0.0,0.0
