Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,5.0,20.10678852686786,8.499895817927213,0.0,0.0
 01/01  02:00:00,6.0,19.669160960487662,7.809097188016802,0.0,0.0
 01/01  03:00:00,6.0,19.637468509824288,7.867026082902792,0.0,0.0
 01/01  04:00:00,6.0,19.170716334784686,7.543984746848646,0.0,0.0
 01/01  05:00:00,6.0,19.02298590644468,7.1470231899473635,0.0,0.0
 01/01  06:00:00,6.0,19.38405161999599,18.728997627753383,6.777244777499838,670.3232273821206
 01/01  07:00:00,6.0,19.62727974979535,16.763168193100075,8.079086342063778,789.2689667350344
 01/01  08:00:00,6.0,19.624709561939245,17.3413611622563,9.450739417412477,915.5429375791929
 01/01  09:00:00,7.0,19.657040883672348,18.736719059783454,7.802831733139405,755.9400909527868
 01/01  10:00:00,6.0,19.621065158772815,18.54242258113718,9.534429426011963,922.5406169555897
 01/01  11:00:00,5.0,19.630804057448977,21.75292332223257,8.911222218255222,863.4300225275538
 01/01  12:00:00,5.0,19.55249542197087,18.414909334756313,11.44611273191418,1108.7911579444967
 01/01  13:00:00,5.0,19.59715249706457,19.959656283524538,10.495311629038849,1019.508232437138
 01/01  14:00:00,5.0,19.61047310940806,20.346202403811798,9.808759472656247,951.4155894219053
 01/01  15:00:00,5.0,19.573338923937236,18.290772341703306,11.806817421795882,1144.9195901655742
 01/01  16:00:00,5.0,19.605018818914818,19.02400974918935,10.767876751640568,1045.5153340326585
 01/01  17:00:00,4.0,19.594971591002114,18.279260793310943,11.503850558250408,1115.7729748053082
 01/01  18:00:00,4.0,19.588081680216767,17.588349587975728,12.4387199551436,1206.8977807130564
 01/01  19:00:00,4.0,19.588511647496787,16.798192786173107,13.13965249952549,1275.2161395300122
 01/01  20:00:00,4.0,19.587282094094185,16.73462838368264,13.890789167411585,1348.123772567945
 01/01  21:00:00,4.0,19.568180860964272,15.69408741790884,16.035203945404234,1556.3383571875775
 01/01  22:00:00,4.0,19.597299024669894,19.251890216300676,14.821459967198575,1439.4838746738853
 01/01  23:00:00,6.0,18.635152806394803,17.088323368910398,6.666631651281585,646.8364491013463
 01/01  24:00:00,7.0,18.559323555091932,20.828112923626943,5.681664695217174,569.6406001531361
 07/20  01:00:00,14.0,21.937014898777427,12.88634221091868,0.0,0.0
