Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.26197299076027025,0.12567195022679667,0.18796658059498877,0.0,0.0,309485133.7767329,26677126.576470617,88163792.49594334,0.0,2128690845.0277963,424326052.8491467,731252.0017624873,27091940.176889405,0.0,0.0,1676541599.999994,1676541599.999994,0.0,0.0,0.0
 August,0.17729474603033854,0.4415034419262749,0.3813483320213115,0.0,29.333333333333332,0.0,0.0,0.0,0.0,941776001.6083727,0.0,590648283.1645942,49679018.443777524,0.0,0.0,301448700.0000009,301448700.0000009,0.0,0.0,0.0
 December,0.2107446237036829,0.20766053724539538,0.23461334961850264,0.0,274.99999999999994,5865108554.674585,365527102.42139125,2008995288.6469092,12490181.609110162,62909846817.283,8252121127.35198,10981647349.51167,1540321676.5029163,0.0,0.0,42135756663.91567,42135756663.91567,0.0,0.0,0.0
