Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,692711578.1157855,386860325.2616287,25479183.23518335,27735769.61897455,0.0,0.0,252636300.00000024,252636300.00000024,0.0,0.0,0.0
 August,548831877.1332098,3555955.5243716566,281575459.13975745,25419162.469080698,0.0,0.0,238281299.99999946,238281299.99999946,0.0,0.0,0.0
 December,30858777584.53137,11801931264.512308,4356993022.008154,1156784563.5503569,0.0,0.0,13543068734.460728,13543068734.460728,0.0,0.0,0.0
