Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CRAWLSPACE:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil NaturalGas Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil Electricity Rate [W](Hourly)
 01/01  01:00:00,5.9,18.569242104935853,12.478732711837493,15.637683856703102,15.869133750133368,2034.233624647322,0.0
 01/01  02:00:00,6.0,18.56963495768965,12.763038149668358,16.089017986028846,17.6868557889911,2281.192628553043,0.0
 01/01  03:00:00,4.0,18.560079394457063,10.828760563547103,13.77373372868904,22.467864544872633,2892.22753045498,0.0
 01/01  04:00:00,4.0,18.572923614930843,11.197302418308213,16.340664514137508,21.086195235678204,2745.292282580831,0.0
 01/01  05:00:00,4.0,18.569995624922605,10.529719665731838,16.483170355252245,22.65071826301883,2910.776737445722,0.0
 01/01  06:00:00,3.5,19.970910986526466,10.42167265111361,16.327406049563884,38.48404336610061,4941.996089434037,0.0
 01/01  07:00:00,2.7,20.195114233951145,10.788627498922834,16.354714519220895,40.637840755938335,5018.754394704437,0.0
 01/01  08:00:00,2.0,20.234282809354422,11.454930769724257,16.20546945529722,37.763756050074946,4632.595583926814,0.0
 01/01  09:00:00,3.0,20.253562230989303,13.292510292071244,16.323811425910044,30.52931625112334,3742.988187319451,0.0
 01/01  10:00:00,4.0,20.259226510718474,15.815401909648308,16.383482740322687,24.29432908151957,2974.8810569247726,0.0
 01/01  11:00:00,4.0,20.251456581410746,15.37413735927796,15.156698055307276,22.260271765328604,2724.9815394080224,0.0
 01/01  12:00:00,4.0,20.248331538815876,18.269437835292113,16.445480714204862,20.305039766651444,2502.1510076656245,0.0
 01/01  13:00:00,5.0,20.251569562657167,19.01483372812456,16.26137893065936,17.85673495391215,2185.8655214900523,0.0
 01/01  14:00:00,6.0,20.25376456389236,20.32549436966151,16.454913329472813,14.952825782795541,1832.2285572357707,0.0
 01/01  15:00:00,5.0,20.251159846940794,20.940304900547265,16.256562863426847,13.229563689151975,1619.881537758188,0.0
 01/01  16:00:00,5.0,20.242563511785892,20.380582956392256,16.28420990620036,13.404547482926745,1643.2175671300067,0.0
 01/01  17:00:00,4.0,20.232548472833326,18.731128857806176,16.076565335099094,16.523727411681698,2026.1111747459533,0.0
 01/01  18:00:00,4.0,20.23245156249072,17.4608937078656,16.064935189183352,19.07593240201052,2342.049356418996,0.0
 01/01  19:00:00,4.0,20.232538887949076,16.704086191514712,15.995343531185261,21.51385594866733,2641.4310198720154,0.0
 01/01  20:00:00,3.0,20.229919336344896,16.08031895893894,15.806118970030345,24.54956060502533,3015.3509778857015,0.0
 01/01  21:00:00,2.0,20.227353573187884,13.38978359245597,14.627407691949495,27.884900491876916,3428.54088099908,0.0
 01/01  22:00:00,3.0,20.231797988271587,14.92395911752824,15.8756025765427,28.190805110031658,3486.291228978259,0.0
 01/01  23:00:00,4.0,18.69629050180139,12.454094433573012,13.621990775778022,12.56133841435677,1543.3243341139712,0.0
 01/01  24:00:00,4.0,18.576763611427143,14.53365897868882,15.480848056244433,15.611802653862252,2026.2707502600724,0.0
 07/27  01:00:00,18.0,22.375913569104476,15.322626501100451,20.935362390935232,0.0,0.0,0.0
 07/27  02:00:00,16.0,21.510284988024072,13.404272048375573,20.747797115395755,0.0,0.0,0.0
 07/27  03:00:00,15.0,20.726462910543216,12.506177047999396,19.336004799674914,0.0,0.0,0.0
 07/27  04:00:00,14.0,19.981322455943197,10.815669286962489,20.28447227485335,0.0,0.0,0.0
 07/27  05:00:00,14.0,19.34383939626695,9.62873579244878,20.14292766656998,0.0,0.0,0.0
 07/27  06:00:00,16.0,20.32255037333716,15.718537811442983,19.177835951662512,4.435450374601721,548.8850482344903,0.0
 07/27  07:00:00,17.0,20.44680925652164,16.13457211029947,19.97290017102377,0.0,0.0,0.0
 07/27  08:00:00,19.0,21.612128729481714,20.88216361916089,19.712935509783083,0.0,0.0,0.0
 07/27  09:00:00,20.0,23.006692758383075,24.921559604460352,20.076438872333632,0.0,0.0,0.0
 07/27  10:00:00,22.0,23.34191880504615,28.837208947512984,21.05527191721009,14.41474015988909,0.0,0.0
 07/27  11:00:00,23.0,23.406166639507717,31.887098644710576,21.45740096426367,32.919099458612514,0.0,0.0
