Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,671287309.7239717,0.0,361695905.9055192,34443403.81845245,0.0,0.0,275147999.99999964,275147999.99999964,0.0,0.0,0.0
 December,1521061804.4231958,719682339.5040752,0.0,59360964.91912268,0.0,0.0,742018500.0000007,742018500.0000007,0.0,0.0,0.0
 December,37559154501.45801,14234873624.598415,5763092877.475167,1612202430.153835,0.0,0.0,15948985569.230492,15948985569.230492,0.0,0.0,0.0
