Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,1312880400.0000062,0.0,0.0,0.0,0.0,1312880400.0000062,1312880400.0000062,0.0,0.0,0.0
 December,1365888678.9878464,513870198.1369113,6157080.850933066,0.0,0.0,845861400.0000042,845861400.0000042,0.0,0.0,0.0
 December,49703068008.72757,6467727939.170606,77494908.22330636,0.0,0.0,43157845161.334984,43157845161.334984,0.0,0.0,0.0
