Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),gas_dryer:InteriorEquipment:Electricity [J](RunPeriod),clotheswasher:InteriorEquipment:Electricity [J](RunPeriod),dishwasher:InteriorEquipment:Electricity [J](RunPeriod),refrigerator:InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),Heating:NaturalGas [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_dryer:InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,417871654.9519342,0.0,9355588.109217202,35925520.37868304,301924526.0238348,0.0,70666020.44019979,5241013.419656074,6509451.13922266,12749673.39982522,46165882.48149605,0.0,3099126297.6826234,2901438501.405151,197687796.27748126,106772067.24485692,0.0
 August,458748234.9344982,0.0,69415107.949963,16742580.520499643,301924526.0238348,0.0,70666020.44019979,5241013.419656074,6509451.13922266,12749673.39982522,46165882.48149605,0.0,786235163.0841265,588547366.8066454,197687796.27748126,106772067.24485692,0.0
 December,23395709967.740143,0.0,2538445663.2412505,1428985802.6801243,15743207428.39043,0.0,3685071073.433083,273393721.45534325,339560869.06955314,664895467.8009839,2407221015.1057043,0.0,100138058532.81165,89827764039.74564,10310294493.052883,5569688622.065564,0.0
