Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,0.4618454420252243,0.24872787085961734,0.3668040193050687,0.0,0.0,872507887.8108011,37994305.94365537,65925020.14633724,0.0,1095107070.696896,976427213.9007951,0.0,75623856.79610227,0.0,0.0,43056000.00000013,43056000.00000013,0.0,0.0,0.0
 August,0.2061260483003281,0.3762225064532986,0.3933408570928337,0.0,0.0,9675335.729609758,0.0,0.0,0.0,294864085.13920015,9675335.729609754,244256127.6574508,23355621.752139863,0.0,0.0,17577000.00000009,17577000.00000009,0.0,0.0,0.0
 December,0.28183078463702066,0.2716038393315045,0.32995821465909053,0.0,3.833333333333333,13681680859.259157,567561835.7592422,1902171484.237889,0.0,22714699897.711548,16151414179.256168,3558029567.5863137,1479316564.0504234,0.0,0.0,1525939586.8181489,1525939586.8181489,0.0,0.0,0.0
