Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
01:00:00,9.413817E-02,4.042092E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.030401E+03,3.059491E-02,1.378541E+02,6.662863E+01
02:00:00,1.000479E-01,4.216976E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.052782E+03,3.059491E-02,1.154728E+02,4.387351E+01
03:00:00,1.040022E-01,4.334048E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.069568E+03,3.059491E-02,9.868681E+01,2.680748E+01
04:00:00,1.068366E-01,4.417955E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.086354E+03,3.059491E-02,8.190083E+01,9.741498E+00
05:00:00,1.089857E-01,4.481567E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.097545E+03,3.059491E-02,7.071017E+01,0.000000E+00
06:00:00,1.107124E-01,4.532664E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.086354E+03,3.059491E-02,8.190083E+01,9.741498E+00
07:00:00,1.121219E-01,4.574379E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.047187E+03,3.059491E-02,1.210681E+02,4.956224E+01
08:00:00,1.133384E-01,4.610385E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,9.520664E+02,3.059491E-02,2.161887E+02,1.462757E+02
09:00:00,1.143933E-01,4.641609E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,8.457552E+02,3.059491E-02,3.224999E+02,2.543765E+02
10:00:00,1.153263E-01,4.669226E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,7.506346E+02,3.059491E-02,4.176204E+02,3.511066E+02
11:00:00,1.161620E-01,4.693965E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,6.667047E+02,3.059491E-02,5.015503E+02,4.364620E+02
12:00:00,1.169163E-01,4.716294E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,6.107514E+02,3.059491E-02,5.575036E+02,4.933682E+02
13:00:00,1.175999E-01,4.736529E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,5.659888E+02,3.059491E-02,6.022662E+02,5.388952E+02
14:00:00,1.182244E-01,4.755020E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,5.380122E+02,3.059491E-02,6.302429E+02,5.673501E+02
15:00:00,1.188074E-01,4.772278E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,5.380122E+02,3.059491E-02,6.302429E+02,5.673501E+02
16:00:00,1.193528E-01,4.788420E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,5.715842E+02,3.257807E-02,6.236863E+02,5.571228E+02
17:00:00,1.198647E-01,4.803574E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,6.163468E+02,3.482316E-02,6.095063E+02,5.399294E+02
18:00:00,1.203471E-01,4.817853E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,6.723000E+02,3.129585E-02,5.055033E+02,4.395578E+02
19:00:00,1.208032E-01,4.831352E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,7.562299E+02,3.059491E-02,4.120251E+02,3.454162E+02
20:00:00,1.212357E-01,4.844155E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,8.177785E+02,3.059491E-02,3.504765E+02,2.828258E+02
21:00:00,1.216469E-01,4.856328E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,8.681365E+02,3.059491E-02,3.001186E+02,2.316177E+02
22:00:00,1.220389E-01,4.867931E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,9.184944E+02,3.059491E-02,2.497606E+02,1.804117E+02
23:00:00,1.224132E-01,4.879013E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,9.576617E+02,3.059491E-02,2.105933E+02,1.405863E+02
24:00:00,1.227715E-01,4.889620E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,9.968290E+02,3.059491E-02,1.714261E+02,1.007622E+02
Coinc Peak   ,1.227715E-01,3.482316E-02,4.889620E+03,6.095063E+02
NonCoinc Peak,1.227715E-01,3.482316E-02,4.889620E+03,6.095063E+02
