Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 August,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 December,421915763.9190159,421150433.7749089,765330.1441066652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 December,44012306131.11426,43932470421.06433,79835710.05006996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
