Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),DX_HEATING_COIL:Heating Coil Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Defrost Electricity Energy [J](RunPeriod),DX_HEATING_COIL:Heating Coil Crankcase Heater Electricity Energy [J](RunPeriod),HEATING_RESISTANCE_BACKUP:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 July,0.09404397836183508,2.0635496400061945,0.0,0.0,0.0,0.0,0.0,0.0,138192285.77218936,0.0,8118935.627754532,777780.2908857921,0.0,25559324.034081606,60536245.81946747,43200000.0,0.0,0.0,17116058.285883815,17116058.285883815,17116058.285883815
 December,0.1212833268445353,0.7458406634688198,0.0,0.0,0.0,0.0,17280000.0,255768847.04959537,428974747.07128497,273048847.0495955,0.0,16383318.6215837,0.0,35806335.58063843,60536245.81946747,43200000.0,0.0,0.0,17116058.285883815,17116058.285883815,17116058.285883815
 December,0.10268721382686198,1.6116238281687035,0.0,0.0,4706186325.419117,246298851.6453356,2765740803.8423,4299394010.14995,62432019371.38298,12017619991.05677,506722813.2306834,712743241.6286378,0.0,11331203601.364552,22095729724.107828,15768000000.0,0.0,0.0,6247361274.347478,6247361274.347478,6247361274.347478
