Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
01:00:00,1.706609E-01,6.307149E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.030401E+03,3.059491E-02,1.378541E+02,6.662863E+01
02:00:00,1.763855E-01,6.476513E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.052782E+03,3.059491E-02,1.154728E+02,4.387351E+01
03:00:00,1.800889E-01,6.586157E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.069568E+03,3.059491E-02,9.868681E+01,2.680748E+01
04:00:00,1.826896E-01,6.663148E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.086354E+03,3.059491E-02,8.190083E+01,9.741498E+00
05:00:00,1.846375E-01,6.720805E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.097545E+03,3.059491E-02,7.071017E+01,0.000000E+00
06:00:00,1.861984E-01,6.767004E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.086354E+03,3.059491E-02,8.190083E+01,9.741498E+00
07:00:00,1.874233E-01,6.803259E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,1.047187E+03,3.059491E-02,1.210681E+02,4.956224E+01
08:00:00,1.885209E-01,6.835747E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,9.520664E+02,3.059491E-02,2.161887E+02,1.462757E+02
09:00:00,1.894855E-01,6.864303E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,8.457552E+02,6.891469E-02,8.436787E+02,7.350389E+02
10:00:00,1.903416E-01,6.889644E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,7.506346E+02,1.438068E-01,1.959781E+03,1.836353E+03
11:00:00,1.911088E-01,6.912359E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,6.667047E+02,2.002091E-01,2.812046E+03,2.719535E+03
12:00:00,1.918022E-01,6.932889E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,6.107514E+02,2.277058E-01,3.242552E+03,3.176026E+03
13:00:00,1.924313E-01,6.951516E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,5.659888E+02,2.359768E-01,3.399981E+03,3.345703E+03
14:00:00,1.930063E-01,6.968545E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,5.380122E+02,2.567016E-01,3.710280E+03,3.663343E+03
15:00:00,1.935444E-01,6.984478E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,5.380122E+02,2.836842E-01,4.077862E+03,4.035824E+03
16:00:00,1.940487E-01,6.999405E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,5.715842E+02,2.943984E-01,4.190241E+03,4.151365E+03
17:00:00,1.945228E-01,7.013439E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,6.163468E+02,2.834169E-01,3.995858E+03,3.955137E+03
18:00:00,1.949701E-01,7.026680E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,6.723000E+02,2.564136E-01,3.572052E+03,3.525629E+03
19:00:00,1.953934E-01,7.039212E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,7.562299E+02,2.219645E-01,3.018853E+03,2.964652E+03
20:00:00,1.957953E-01,7.051108E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,8.177785E+02,1.688241E-01,2.233427E+03,2.170280E+03
21:00:00,1.961776E-01,7.062429E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,8.681365E+02,5.277745E-02,6.022871E+02,5.321100E+02
22:00:00,1.965424E-01,7.073226E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,9.184944E+02,3.059491E-02,2.497606E+02,1.804117E+02
23:00:00,1.968909E-01,7.083546E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,9.576617E+02,3.059491E-02,2.105933E+02,1.405863E+02
24:00:00,1.972246E-01,7.093426E+03,3.059491E-02,0.000000E+00,0.000000E+00,3.059491E-02,9.968290E+02,3.059491E-02,1.714261E+02,1.007622E+02
Coinc Peak   ,1.972246E-01,2.943984E-01,7.093426E+03,4.190241E+03
NonCoinc Peak,1.972246E-01,2.943984E-01,7.093426E+03,4.190241E+03
