Date/Time,Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 February,1583110152.3432438,991044415.6116424,0.0,79172836.7316027,0.0,0.0,512892900.0000007,512892900.0000007,0.0,0.0,0.0
 July,1200912343.8230808,0.0,873454739.1021953,69064004.72088528,0.0,0.0,258393600.00000024,258393600.00000024,0.0,0.0,0.0
 December,48526676223.20584,19464862876.42721,11068808247.406708,2424884046.355156,0.0,0.0,15568121053.017403,15568121053.017403,0.0,0.0,0.0
