Date/Time,LIVING:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),ATTIC:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),CRAWLSPACE:AFN Zone Infiltration Air Change Rate [ach](RunPeriod),Facility:Facility Heating Setpoint Not Met Time [hr](RunPeriod),Facility:Facility Cooling Setpoint Not Met Time [hr](RunPeriod),HEATING_RESISTANCE_MAIN:Heating Coil Electricity Energy [J](RunPeriod),Electricity:Facility [J](RunPeriod),Heating:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),ExteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),electric_mels:InteriorEquipment:Electricity [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),InteriorEquipment:NaturalGas [J](RunPeriod),gas_mels:InteriorEquipment:NaturalGas [J](RunPeriod)
 January,0.6093756906472416,0.5709978128417552,0.8363832386722981,0.0,0.0,1014171892.6057178,1647341479.45033,1014171892.6057181,12151586.844609173,0.0,0.0,621018000.0000026,621018000.0000026,0.0,0.0,0.0
 August,0.22188046196415318,0.2966365084728049,0.30073696901944846,0.0,100.0,0.0,143602199.99999976,0.0,0.0,0.0,0.0,143602199.99999976,143602199.99999976,0.0,0.0,0.0
 December,0.3867640936619787,0.3331166021359835,0.48307509975639973,0.0,1920.9999999999998,16324619009.207735,37466325197.50066,16324619009.207737,195598031.30204418,0.0,0.0,20946108156.990673,20946108156.990673,0.0,0.0,0.0
